Orthogroup	protein_mansoni	sequence_Homo sapiens
OG0000414	6183.Smp_011150.1, 6183.Smp_173480.1	20p12 taspase 1 [Homo sapiens]
OG0000415	6183.Smp_012480.1, 6183.Smp_123940.1, 6183.Smp_210700.1	
OG0000416	6183.Smp_012560.1, 6183.Smp_052470.1, 6183.Smp_198020.1	
OG0000417	6183.Smp_012970.1	17q22 myotubularin related protein 4 [Homo sapiens], 22q12.2 myotubularin related protein 3 [Homo sapiens]
OG0000418	6183.Smp_013060.1, 6183.Smp_212740.1	5q31 SMAD family member 5 [Homo sapiens]
OG0000419	6183.Smp_013210.1, 6183.Smp_125650.1, 6183.Smp_129310.1	
OG0000420	6183.Smp_013950.1, 6183.Smp_169050.1, 6183.Smp_169090.1	
OG0000421	6183.Smp_014050.1, 6183.Smp_090450.1	Xq28 host cell factor C1 [Homo sapiens]
OG0000422	6183.Smp_014400.3	10p11 enhancer of polycomb homolog 1 _Drosophila_ [Homo sapiens], 2q23 enhancer of polycomb homolog 2 _Drosophila_ [Homo sapiens]
OG0000423	6183.Smp_014670.2, 6183.Smp_071140.1, 6183.Smp_083040.1	
OG0000424	6183.Smp_015690.1, 6183.Smp_157250.1, 6183.Smp_175070.1	
OG0000425	6183.Smp_016180.1, 6183.Smp_034860.1, 6183.Smp_163790.1	
OG0000426	6183.Smp_016380.1, 6183.Smp_034660.1, 6183.Smp_124660.1	
OG0000427	6183.Smp_016390.1, 6183.Smp_032150.1	19q13.43 charged multivesicular body protein 2A [Homo sapiens]
OG0000428	6183.Smp_016600.1, 6183.Smp_145980.2	11p13-p12 solute carrier family 1 _glial high affinity glutamate transporter__ member 2 [Homo sapiens]
OG0000429	6183.Smp_016870.1, 6183.Smp_168220.1, 6183.Smp_169210.1	
OG0000430	6183.Smp_017810.1, 6183.Smp_167860.1	5p13.2 Nipped-B homolog _Drosophila_ [Homo sapiens]
OG0000431	6183.Smp_017890.1, 6183.Smp_152000.1	15q21.1 ubiquitin specific peptidase 8 [Homo sapiens]
OG0000432	6183.Smp_019040.1	2q14 transcription factor CP2-like 1 [Homo sapiens], 3p22.3 upstream binding protein 1 _LBP-1a_ [Homo sapiens]
OG0000433	6183.Smp_019170.1	12p13.33 lysine _K_-specific demethylase 5A [Homo sapiens], Xp11.22-p11.21 lysine _K_-specific demethylase 5C [Homo sapiens]
OG0000434	6183.Smp_019790.1, 6183.Smp_153500.1, 6183.Smp_191470.1	
OG0000435	6183.Smp_020040.2, 6183.Smp_147870.1, 6183.Smp_148510.1	
OG0000436	6183.Smp_020090.1, 6183.Smp_155090.1, 6183.Smp_155100.1	
OG0000437	6183.Smp_020300.1, 6183.Smp_101630.1	3q27 dishevelled segment polarity protein 3 [Homo sapiens]
OG0000438	6183.Smp_021290.1, 6183.Smp_142850.1, 6183.Smp_152370.1	
OG0000439	6183.Smp_021980.1, 6183.Smp_061970.1, 6183.Smp_065130.2	
OG0000440	6183.Smp_022050.1, 6183.Smp_134070.1, 6183.Smp_134080.1	
OG0000441	6183.Smp_022700.2, 6183.Smp_072900.1, 6183.Smp_121880.1	
OG0000442	6183.Smp_022870.1, 6183.Smp_178740.1	4q21.22 lin-54 DREAM MuvB core complex component [Homo sapiens]
OG0000443	6183.Smp_023550.1, 6183.Smp_134000.1	3p21 catenin beta 1 [Homo sapiens]
OG0000444	6183.Smp_024140.4	2q37.1 nucleolin [Homo sapiens], 8q22.2-q23 poly_A_ binding protein_ cytoplasmic 1 [Homo sapiens]
OG0000445	6183.Smp_024520.1, 6183.Smp_094420.1	10p15 GDP dissociation inhibitor 2 [Homo sapiens]
OG0000446	6183.Smp_024660.1, 6183.Smp_204750.1	3p12.3 roundabout guidance receptor 2 [Homo sapiens]
OG0000447	6183.Smp_024670.1, 6183.Smp_084140.1, 6183.Smp_210340.1	
OG0000448	6183.Smp_024810.1, 6183.Smp_089220.1, 6183.Smp_173640.1	
OG0000449	6183.Smp_025690.1, 6183.Smp_178810.1	11p15.5 proteasome 26S subunit_ non-ATPase 13 [Homo sapiens]
OG0000450	6183.Smp_026090.1, 6183.Smp_152790.1, 6183.Smp_202170.1	
OG0000451	6183.Smp_026700.1, 6183.Smp_096200.1, 6183.Smp_149450.1	
OG0000452	6183.Smp_026830.1, 6183.Smp_145630.1	18q11.2 synovial sarcoma translocation_ chromosome 18 [Homo sapiens]
OG0000453	6183.Smp_027300.1	9q34.3 euchromatic histone-lysine N-methyltransferase 1 [Homo sapiens], Xp11.23 suppressor of variegation 3-9 homolog 1 [Homo sapiens]
OG0000454	6183.Smp_027550.1, 6183.Smp_167130.1	1p13 RNA binding motif protein 15 [Homo sapiens]
OG0000455	6183.Smp_027610.1, 6183.Smp_131450.1	11q13.3-q13.5 ribosomal protein S3 [Homo sapiens]
OG0000456	6183.Smp_027750.1, 6183.Smp_045250.1	20q13.31 cleavage stimulation factor_ 3' pre-RNA_ subunit 1 [Homo sapiens]
OG0000457	6183.Smp_028140.1	1p31.3 SH3-domain GRB2-like _endophilin_ interacting protein 1 [Homo sapiens], 5q13.2 FCH domain only 2 [Homo sapiens]
OG0000458	6183.Smp_028690.1, 6183.Smp_131890.1	Xq23 solute carrier family 6 _amino acid transporter__ member 14 [Homo sapiens]
OG0000459	6183.Smp_029470.1, 6183.Smp_029500.1, 6183.Smp_075220.1	
OG0000460	6183.Smp_029850.1, 6183.Smp_051420.1, 6183.Smp_157760.1	
OG0000461	6183.Smp_030500.1, 6183.Smp_168310.1, 6183.Smp_169570.1	
OG0000462	6183.Smp_030860.1, 6183.Smp_162310.1	7q21 serrate_ RNA effector molecule [Homo sapiens]
OG0000463	6183.Smp_031100.1, 6183.Smp_140330.1, 6183.Smp_202480.1	
OG0000464	6183.Smp_032000.1, 6183.Smp_141270.1	2q33-q34 CASP8 and FADD like apoptosis regulator [Homo sapiens]
OG0000465	6183.Smp_032060.1, 6183.Smp_069870.1, 6183.Smp_069880.1	
OG0000466	6183.Smp_032480.1	3q22.2-q22.3 stromal antigen 1 [Homo sapiens], Xq25 stromal antigen 2 [Homo sapiens]
OG0000467	6183.Smp_032520.1, 6183.Smp_073400.1, 6183.Smp_075280.3	
OG0000468	6183.Smp_033260.2	12q13.11 SUMO1/sentrin specific peptidase 1 [Homo sapiens], 3q28 SUMO1/sentrin/SMT3 specific peptidase 2 [Homo sapiens]
OG0000469	6183.Smp_033530.3, 6183.Smp_033540.1, 6183.Smp_140270.1	
OG0000470	6183.Smp_034120.1, 6183.Smp_164210.1	20p12-p11.2 synaptosome associated protein 25kDa [Homo sapiens]
OG0000471	6183.Smp_034300.1	12p13 ets variant 6 [Homo sapiens], 1q32.2 E74-like factor 3 _ets domain transcription factor_ epithelial-specific _ [Homo sapiens]
OG0000472	6183.Smp_034840.2	17p13.3 tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein_ epsilon [Homo sapiens], 7q11.23 tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein_ gamma [Homo sapiens]
OG0000473	6183.Smp_035190.2, 6183.Smp_199010.1	2p21 SOS Ras/Rac guanine nucleotide exchange factor 1 [Homo sapiens]
OG0000474	6183.Smp_035200.4, 6183.Smp_210160.1	16q12.1 DnaJ heat shock protein family _Hsp40_ member A2 [Homo sapiens]
OG0000475	6183.Smp_035310.1	1p31.1 serine/arginine-rich splicing factor 11 [Homo sapiens], 5q11.2-q12.1 splicing regulatory glutamine/lysine-rich protein 1 [Homo sapiens]
OG0000476	6183.Smp_035730.1, 6183.Smp_138810.1, 6183.Smp_153890.1	
OG0000477	6183.Smp_036220.1, 6183.Smp_077790.1, 6183.Smp_108390.1	
OG0000478	6183.Smp_036590.1, 6183.Smp_138050.2	19p13.3 polypyrimidine tract binding protein 1 [Homo sapiens]
OG0000479	6183.Smp_037020.1, 6183.Smp_142100.1	5q31 transcription elongation regulator 1 [Homo sapiens]
OG0000480	6183.Smp_037400.1, 6183.Smp_134020.1	5q31 cell division cycle 23 [Homo sapiens]
OG0000481	6183.Smp_039600.1, 6183.Smp_137750.1, 6183.Smp_146280.1	
OG0000482	6183.Smp_039650.1, 6183.Smp_048980.1, 6183.Smp_154490.1	
OG0000483	6183.Smp_040510.1, 6183.Smp_102430.1, 6183.Smp_144260.1	
OG0000484	6183.Smp_041760.1	15q26 chromodomain helicase DNA binding protein 2 [Homo sapiens], 5q15-q21 chromodomain helicase DNA binding protein 1 [Homo sapiens]
OG0000485	6183.Smp_042020.1, 6183.Smp_081450.1, 6183.Smp_166520.1	
OG0000486	6183.Smp_042210.1, 6183.Smp_145740.1, 6183.Smp_180380.1	
OG0000487	6183.Smp_042440.1, 6183.Smp_122050.1	1q21.3 ceramide synthase 2 [Homo sapiens]
OG0000488	6183.Smp_043610.1, 6183.Smp_052750.1	6q25-q27 Wilms tumor 1 associated protein [Homo sapiens]
OG0000489	6183.Smp_044470.1, 6183.Smp_077400.1	3q13.2 autophagy related 3 [Homo sapiens]
OG0000490	6183.Smp_044550.8	19p13.3 KH-type splicing regulatory protein [Homo sapiens], 1p31.1 far upstream element _FUSE_ binding protein 1 [Homo sapiens]
OG0000491	6183.Smp_044870.1, 6183.Smp_049580.1, 6183.Smp_145470.1	
OG0000492	6183.Smp_045060.1, 6183.Smp_060170.1	20q13.31 ribonucleic acid export 1 [Homo sapiens]
OG0000493	6183.Smp_045260.1	3p21 5'-aminolevulinate synthase 1 [Homo sapiens], Xp11.21 5'-aminolevulinate synthase 2 [Homo sapiens]
OG0000494	6183.Smp_045710.1, 6183.Smp_053040.1	8p21.2 charged multivesicular body protein 7 [Homo sapiens]
OG0000495	6183.Smp_045760.1	14q23.1 tRNA methyltransferase 5 [Homo sapiens], 8q24.13 tRNA methyltransferase 12 homolog _S. cerevisiae_ [Homo sapiens]
OG0000496	6183.Smp_045950.2, 6183.Smp_050920.1	3q26.2-q27 transformer 2 beta homolog _Drosophila_ [Homo sapiens]
OG0000497	6183.Smp_047060.1, 6183.Smp_177970.1, 6183.Smp_185160.1	
OG0000498	6183.Smp_047190.1	1p31.3 DnaJ heat shock protein family _Hsp40_ member C6 [Homo sapiens], 4p16 cyclin G associated kinase [Homo sapiens]
OG0000499	6183.Smp_047900.1	22q11.2 mitogen-activated protein kinase 1 [Homo sapiens], 6p21.3-p21.2 mitogen-activated protein kinase 14 [Homo sapiens]
OG0000500	6183.Smp_048550.1, 6183.Smp_147500.1, 6183.Smp_162790.1	
OG0000501	6183.Smp_048660.1, 6183.Smp_053470.1	20p13 NOP56 ribonucleoprotein [Homo sapiens]
OG0000502	6183.Smp_049510.1, 6183.Smp_062970.1	2q21.1 WD repeat domain 33 [Homo sapiens]
OG0000503	6183.Smp_049730.2	11q12-q13.1 metastasis associated 1 family member 2 [Homo sapiens], 14q32.33 metastasis associated 1 [Homo sapiens]
OG0000504	6183.Smp_050160.1	1q25.3 ring finger protein 2 [Homo sapiens], 6p21.3 ring finger protein 1 [Homo sapiens]
OG0000505	6183.Smp_051090.1, 6183.Smp_106260.1, 6183.Smp_203590.1	
OG0000506	6183.Smp_051230.1, 6183.Smp_051300.1	1p36.22 TAR DNA binding protein [Homo sapiens]
OG0000507	6183.Smp_051410.1, 6183.Smp_127930.1, 6183.Smp_130910.1	
OG0000508	6183.Smp_051640.1, 6183.Smp_177670.1, 6183.Smp_212450.1	
OG0000509	6183.Smp_053100.1	4q32.1 Rap guanine nucleotide exchange factor 2 [Homo sapiens], 5q31.1 Rap guanine nucleotide exchange factor 6 [Homo sapiens]
OG0000510	6183.Smp_054360.1, 6183.Smp_054410.1, 6183.Smp_151260.1	
OG0000511	6183.Smp_054840.1, 6183.Smp_079560.1, 6183.Smp_172530.1	
OG0000512	6183.Smp_055340.1, 6183.Smp_133660.1	1q42 lin-9 DREAM MuvB core complex component [Homo sapiens]
OG0000513	6183.Smp_056060.1, 6183.Smp_056080.1, 6183.Smp_194740.1	
OG0000514	6183.Smp_056500.1, 6183.Smp_074500.2	1p34.2 proteasome subunit beta 2 [Homo sapiens]
OG0000515	6183.Smp_056890.1, 6183.Smp_120080.2, 6183.Smp_152710.2	
OG0000516	6183.Smp_058690.1, 6183.Smp_058700.1, 6183.Smp_124360.1	
OG0000517	6183.Smp_059340.1, 6183.Smp_092580.1	18p11.22-p11.21 guanine nucleotide binding protein _G protein__ alpha activating activity polypeptide_ olfactory type [Homo sapiens]
OG0000518	6183.Smp_059800.1, 6183.Smp_070710.1, 6183.Smp_134230.1	
OG0000519	6183.Smp_062260.2, 6183.Smp_095810.1, 6183.Smp_207070.1	
OG0000520	6183.Smp_062720.1	11q12 heterogeneous nuclear ribonucleoprotein U-like 2 [Homo sapiens], 1q44 heterogeneous nuclear ribonucleoprotein U _scaffold attachment factor A_ [Homo sapiens]
OG0000521	6183.Smp_063040.1	3q26.33 actin like 6A [Homo sapiens], 7q22 actin like 6B [Homo sapiens]
OG0000522	6183.Smp_063640.1	1p36.33 guanine nucleotide binding protein _G protein__ beta polypeptide 1 [Homo sapiens], 7q21.3-q22.1 guanine nucleotide binding protein _G protein__ beta polypeptide 2 [Homo sapiens]
OG0000523	6183.Smp_064650.1, 6183.Smp_178800.1	14q32.33 REST corepressor 1 [Homo sapiens]
OG0000524	6183.Smp_065780.1, 6183.Smp_066960.2, 6183.Smp_150160.1	
OG0000525	6183.Smp_067420.1, 6183.Smp_210390.1	1q21.2 splicing factor 3b subunit 4 [Homo sapiens]
OG0000526	6183.Smp_067520.1, 6183.Smp_080420.1, 6183.Smp_118960.1	
OG0000527	6183.Smp_067620.1, 6183.Smp_153140.1, 6183.Smp_165820.1	
OG0000528	6183.Smp_068170.1, 6183.Smp_070390.1, 6183.Smp_140580.1	
OG0000529	6183.Smp_068240.1, 6183.Smp_165420.1	4p16.3 huntingtin [Homo sapiens]
OG0000530	6183.Smp_068530.1, 6183.Smp_144990.1, 6183.Smp_147000.1	
OG0000531	6183.Smp_068720.1, 6183.Smp_146810.1	Xq22 diaphanous related formin 2 [Homo sapiens]
OG0000532	6183.Smp_070340.1, 6183.Smp_160330.1	19p13.2 coactivator associated arginine methyltransferase 1 [Homo sapiens]
OG0000533	6183.Smp_070610.2, 6183.Smp_078270.1, 6183.Smp_095470.1	
OG0000534	6183.Smp_070780.1, 6183.Smp_135100.1	Xq28 NAD_P_ dependent steroid dehydrogenase-like [Homo sapiens]
OG0000535	6183.Smp_071470.1	16q24.1 interferon regulatory factor 8 [Homo sapiens], 1q32.2-q32.3 interferon regulatory factor 6 [Homo sapiens]
OG0000536	6183.Smp_072450.1, 6183.Smp_161500.1, 6183.Smp_164730.1	
OG0000537	6183.Smp_072720.1, 6183.Smp_105210.1	9q13-q21 zinc finger_ AN1-type domain 5 [Homo sapiens]
OG0000538	6183.Smp_072790.1, 6183.Smp_165330.1, 6183.Smp_172090.1	
OG0000539	6183.Smp_072980.1, 6183.Smp_149500.1, 6183.Smp_166210.1	
OG0000540	6183.Smp_073680.1, 6183.Smp_087520.1, 6183.Smp_098950.1	
OG0000541	6183.Smp_073830.1, 6183.Smp_084380.1, 6183.Smp_211110.1	
OG0000542	6183.Smp_074430.1, 6183.Smp_121930.2, 6183.Smp_162320.1	
OG0000543	6183.Smp_074470.1, 6183.Smp_095590.1, 6183.Smp_167760.1	
OG0000544	6183.Smp_074930.1, 6183.Smp_136530.1, 6183.Smp_169610.1	
OG0000545	6183.Smp_075560.1, 6183.Smp_078640.1, 6183.Smp_129760.1	
OG0000546	6183.Smp_075690.1, 6183.Smp_165720.1, 6183.Smp_165840.1	
OG0000547	6183.Smp_075790.1, 6183.Smp_075800.1, 6183.Smp_179170.1	
OG0000548	6183.Smp_075950.1, 6183.Smp_134860.1	12q24.23 GCN1_ eIF2 alpha kinase activator homolog [Homo sapiens]
OG0000549	6183.Smp_076520.1, 6183.Smp_126920.1, 6183.Smp_158190.1	
OG0000550	6183.Smp_076550.1, 6183.Smp_086450.1, 6183.Smp_171830.1	
OG0000551	6183.Smp_076950.1, 6183.Smp_159740.1, 6183.Smp_159760.1	
OG0000552	6183.Smp_078050.1	1p36.11 WAS protein family member 2 [Homo sapiens], 6q21 WAS protein family member 1 [Homo sapiens]
OG0000553	6183.Smp_078690.1, 6183.Smp_086330.1, 6183.Smp_126480.1	
OG0000554	6183.Smp_079280.1, 6183.Smp_120330.1, 6183.Smp_180050.1	
OG0000555	6183.Smp_079290.1	11q13.2 RBM14-RBM4 readthrough [Homo sapiens], 11q13.2 RNA binding motif protein 14 [Homo sapiens]
OG0000556	6183.Smp_079730.1, 6183.Smp_130190.1, 6183.Smp_170230.1	
OG0000557	6183.Smp_079860.2, 6183.Smp_157930.1, 6183.Smp_173790.1	
OG0000558	6183.Smp_080650.1, 6183.Smp_147320.1, 6183.Smp_151100.1	
OG0000559	6183.Smp_081260.1	2q11.2 inositol polyphosphate-4-phosphatase type I A [Homo sapiens], 4q31.1 inositol polyphosphate-4-phosphatase type II B [Homo sapiens]
OG0000560	6183.Smp_082690.1, 6183.Smp_154600.1	7q22 acetylcholinesterase _Yt blood group_ [Homo sapiens]
OG0000561	6183.Smp_082710.1	4q31.21 OTU deubiquitinase 4 [Homo sapiens], Xq23 ALG13_ UDP-N-acetylglucosaminyltransferase subunit [Homo sapiens]
OG0000562	6183.Smp_083200.2, 6183.Smp_147920.1, 6183.Smp_168800.2	
OG0000563	6183.Smp_084090.1, 6183.Smp_148200.1	16q24.3 junctophilin 3 [Homo sapiens]
OG0000564	6183.Smp_086590.1, 6183.Smp_120700.1, 6183.Smp_195080.1	
OG0000565	6183.Smp_089060.1	12q13.13 eukaryotic translation initiation factor 4B [Homo sapiens], 7q11.23 eukaryotic translation initiation factor 4H [Homo sapiens]
OG0000566	6183.Smp_089120.1, 6183.Smp_139430.1, 6183.Smp_179720.1	
OG0000567	6183.Smp_089470.1, 6183.Smp_164060.1, 6183.Smp_171000.1	
OG0000568	6183.Smp_089700.1	10p11.2 integrin subunit beta 1 [Homo sapiens], 7p15.3 integrin subunit beta 8 [Homo sapiens]
OG0000569	6183.Smp_093100.1	21q22.3 U2 small nuclear RNA auxiliary factor 1 [Homo sapiens], Xp22.1 zinc finger _CCCH type__ RNA binding motif and serine/arginine rich 2 [Homo sapiens]
OG0000570	6183.Smp_093280.1	5q31.1-q31.2 histone deacetylase 3 [Homo sapiens], Xq13 histone deacetylase 8 [Homo sapiens]
OG0000571	6183.Smp_093690.2, 6183.Smp_190120.1	12q13.11 DEAD _Asp-Glu-Ala-Asp_ box polypeptide 23 [Homo sapiens]
OG0000572	6183.Smp_093950.1, 6183.Smp_123620.1	Xp11.23 OTU deubiquitinase 5 [Homo sapiens]
OG0000573	6183.Smp_094390.1, 6183.Smp_170370.1, 6183.Smp_170450.1	
OG0000574	6183.Smp_094950.1, 6183.Smp_094980.1, 6183.Smp_128560.1	
OG0000575	6183.Smp_095980.1, 6183.Smp_174810.1, 6183.Smp_176200.2	
OG0000576	6183.Smp_097020.1	17q21.2 F-box and leucine-rich repeat protein 20 [Homo sapiens], 4p15.33 F-box and leucine-rich repeat protein 5 [Homo sapiens]
OG0000577	6183.Smp_097110.1	22q13.33 bromodomain containing 1 [Homo sapiens], 3p26-p25 bromodomain and PHD finger containing 1 [Homo sapiens]
OG0000578	6183.Smp_097730.1, 6183.Smp_140200.1	6p21.1 serum response factor [Homo sapiens]
OG0000579	6183.Smp_097750.1, 6183.Smp_097800.3	1p34 Y-box binding protein 1 [Homo sapiens]
OG0000580	6183.Smp_098570.1, 6183.Smp_131350.1, 6183.Smp_136310.1	
OG0000581	6183.Smp_098890.2	2p22.1 serine/arginine-rich splicing factor 7 [Homo sapiens], 6p21 serine/arginine-rich splicing factor 3 [Homo sapiens]
OG0000582	6183.Smp_100120.1, 6183.Smp_143170.1, 6183.Smp_174470.1	
OG0000583	6183.Smp_100360.1, 6183.Smp_125310.1, 6183.Smp_135200.1	
OG0000584	6183.Smp_101230.1, 6183.Smp_101240.1, 6183.Smp_149430.1	
OG0000585	6183.Smp_101670.1, 6183.Smp_124310.1, 6183.Smp_170160.1	
OG0000586	6183.Smp_101720.1, 6183.Smp_201080.1, 6183.Smp_202780.1	
OG0000587	6183.Smp_102040.1, 6183.Smp_187870.1	5q35.3 guanine nucleotide binding protein _G protein__ beta polypeptide 2-like 1 [Homo sapiens]
OG0000588	6183.Smp_105910.1	16p13.3 CREB binding protein [Homo sapiens], 22q13.2 E1A binding protein p300 [Homo sapiens]
OG0000589	6183.Smp_106750.1, 6183.Smp_205050.1, 6183.Smp_205060.1	
OG0000590	6183.Smp_107810.1, 6183.Smp_107860.1, 6183.Smp_110390.1	
OG0000591	6183.Smp_108550.1, 6183.Smp_197400.1, 6183.Smp_202190.1	
OG0000592	6183.Smp_109300.1, 6183.Smp_165230.1, 6183.Smp_205550.1	
OG0000593	6183.Smp_110050.1, 6183.Smp_164810.1, 6183.Smp_182530.1	
OG0000594	6183.Smp_113620.3, 6183.Smp_192360.1	19p13.2 eukaryotic translation initiation factor 3 subunit G [Homo sapiens]
OG0000595	6183.Smp_114280.1, 6183.Smp_138310.1	17q11.2 slingshot protein phosphatase 2 [Homo sapiens]
OG0000596	6183.Smp_114540.1, 6183.Smp_139100.2, 6183.Smp_142900.1	
OG0000597	6183.Smp_114910.1, 6183.Smp_171030.1, 6183.Smp_171960.1	
OG0000598	6183.Smp_118830.1	1p13.2 capping protein _actin filament_ muscle Z-line_ alpha 1 [Homo sapiens], 7q31.2-q31.3 capping protein _actin filament_ muscle Z-line_ alpha 2 [Homo sapiens]
OG0000599	6183.Smp_120640.1	11q12.2 cleavage and polyadenylation specific factor 7 [Homo sapiens], 12q15 cleavage and polyadenylation specific factor 6 [Homo sapiens]
OG0000600	6183.Smp_122830.1	12q23-q24.1 ataxin 2 [Homo sapiens], 16p11 ataxin 2-like [Homo sapiens]
OG0000601	6183.Smp_123420.1	15q25.1 aryl hydrocarbon receptor nuclear translocator 2 [Homo sapiens], 1q21 aryl hydrocarbon receptor nuclear translocator [Homo sapiens]
OG0000602	6183.Smp_123840.1, 6183.Smp_123860.1, 6183.Smp_141310.1	
OG0000603	6183.Smp_124130.1, 6183.Smp_157240.1, 6183.Smp_163380.1	
OG0000604	6183.Smp_124230.1, 6183.Smp_134090.1	15q15.1 RAD51 recombinase [Homo sapiens]
OG0000605	6183.Smp_124250.1, 6183.Smp_146120.1, 6183.Smp_197150.1	
OG0000606	6183.Smp_124970.1, 6183.Smp_142360.1, 6183.Smp_197280.1	
OG0000607	6183.Smp_125050.1, 6183.Smp_125340.1	9p22.2 PC4 and SFRS1 interacting protein 1 [Homo sapiens]
OG0000608	6183.Smp_125970.1, 6183.Smp_135890.1, 6183.Smp_149930.1	
OG0000609	6183.Smp_126450.1, 6183.Smp_137890.1, 6183.Smp_181150.1	
OG0000610	6183.Smp_126580.1, 6183.Smp_166910.1	10q22 potassium channel_ calcium activated large conductance subfamily M alpha_ member 1 [Homo sapiens]
OG0000611	6183.Smp_126720.1	3q21.3 ISY1 splicing factor homolog [Homo sapiens], 3q21.3 ISY1-RAB43 readthrough [Homo sapiens]
OG0000612	6183.Smp_127630.1, 6183.Smp_131830.1, 6183.Smp_212390.1	
OG0000613	6183.Smp_128350.1	11q24.3 PR domain containing 10 [Homo sapiens], 6q21 PR domain containing 1_ with ZNF domain [Homo sapiens]
OG0000614	6183.Smp_128690.1, 6183.Smp_132080.1, 6183.Smp_171870.1	
OG0000615	6183.Smp_129060.1, 6183.Smp_171630.1	19q13.33 solute carrier family 17 _vesicular glutamate transporter__ member 7 [Homo sapiens]
OG0000616	6183.Smp_129250.1, 6183.Smp_158620.1, 6183.Smp_199900.1	
OG0000617	6183.Smp_129590.1, 6183.Smp_158530.1, 6183.Smp_158540.1	
OG0000618	6183.Smp_130410.1, 6183.Smp_130420.1	3p23 dynein_ cytoplasmic 1_ light intermediate chain 1 [Homo sapiens]
OG0000619	6183.Smp_130470.1	14q11.2 chromodomain helicase DNA binding protein 8 [Homo sapiens], 8q12.2 chromodomain helicase DNA binding protein 7 [Homo sapiens]
OG0000620	6183.Smp_130860.1, 6183.Smp_135230.1, 6183.Smp_171580.1	
OG0000621	6183.Smp_130900.1	2p12-p11.1 catenin alpha 2 [Homo sapiens], 5q31.2 catenin alpha 1 [Homo sapiens]
OG0000622	6183.Smp_130980.1, 6183.Smp_152760.1	14q32.2 cyclin K [Homo sapiens]
OG0000623	6183.Smp_131470.1, 6183.Smp_131490.1, 6183.Smp_160300.1	
OG0000624	6183.Smp_131570.1	1p32.3 ubiquitin specific peptidase 24 [Homo sapiens], Xp11.4 ubiquitin specific peptidase 9_ X-linked [Homo sapiens]
OG0000625	6183.Smp_131700.1	14q23.1 protein kinase C_ eta [Homo sapiens], 2p21 protein kinase C_ epsilon [Homo sapiens]
OG0000626	6183.Smp_131800.1	2q24.3 serine/threonine kinase 39 [Homo sapiens], 3p22.2 oxidative stress responsive 1 [Homo sapiens]
OG0000627	6183.Smp_132170.1	19p13.3 lysine _K_-specific demethylase 4B [Homo sapiens], 1p34.1 lysine _K_-specific demethylase 4A [Homo sapiens]
OG0000628	6183.Smp_132270.1	12q13.13 poly_rC_ binding protein 2 [Homo sapiens], 17q21.32 insulin like growth factor 2 mRNA binding protein 1 [Homo sapiens]
OG0000629	6183.Smp_134140.1	19p13.2 phosphodiesterase 4A [Homo sapiens], 5q12 phosphodiesterase 4D [Homo sapiens]
OG0000630	6183.Smp_135360.1, 6183.Smp_162710.1, 6183.Smp_194610.1	
OG0000631	6183.Smp_135490.1, 6183.Smp_151290.1, 6183.Smp_162110.1	
OG0000632	6183.Smp_135630.1, 6183.Smp_145210.1, 6183.Smp_149330.1	
OG0000633	6183.Smp_135790.1	21q22.1-q22.2 intersectin 1 [Homo sapiens], 7p15.2 src kinase associated phosphoprotein 2 [Homo sapiens]
OG0000634	6183.Smp_136440.1, 6183.Smp_146620.1, 6183.Smp_148670.1	
OG0000635	6183.Smp_136600.1, 6183.Smp_141650.1, 6183.Smp_190330.1	
OG0000636	6183.Smp_136660.1	5q31.2 neuregulin 2 [Homo sapiens], 8p12 neuregulin 1 [Homo sapiens]
OG0000637	6183.Smp_136670.1, 6183.Smp_154610.2, 6183.Smp_171360.1	
OG0000638	6183.Smp_137020.1	17p13.3 phosphatidylinositol transfer protein alpha [Homo sapiens], 22q12.1 phosphatidylinositol transfer protein beta [Homo sapiens]
OG0000639	6183.Smp_137790.1	13q12.3 PDS5 cohesin associated factor B [Homo sapiens], 4p14 PDS5 cohesin associated factor A [Homo sapiens]
OG0000640	6183.Smp_137970.1	4q26-q27 jade family PHD finger 1 [Homo sapiens], 5q31.2 jade family PHD finger 2 [Homo sapiens]
