Orthogroup	Total	protein_mansoni	sequence_Homo sapiens
OG0001856	2	6183.Smp_165020.1	10q24.2 transmembrane 9 superfamily member 3 [Homo sapiens]
OG0001857	2	6183.Smp_165220.1	11q14.2-q22.3 embryonic ectoderm development [Homo sapiens]
OG0001860	2	6183.Smp_165490.1	5q31.1 protein phosphatase 2_ catalytic subunit_ alpha isozyme [Homo sapiens]
OG0001863	2	6183.Smp_166080.2	2p22.2 striatin [Homo sapiens]
OG0001864	2	6183.Smp_166190.1	10q TIA1 cytotoxic granule-associated RNA binding protein-like 1 [Homo sapiens]
OG0001866	2	6183.Smp_166220.1	19q13.11 ubiquitin-like modifier activating enzyme 2 [Homo sapiens]
OG0001867	2	6183.Smp_166240.1	19p13.3 XPA binding protein 2 [Homo sapiens]
OG0001868	2	6183.Smp_166290.1	9q34 protein phosphatase 2A regulatory subunit 4 [Homo sapiens]
OG0001869	2	6183.Smp_166410.1	Xq13 mediator complex subunit 12 [Homo sapiens]
OG0001870	2	6183.Smp_166840.1	Xq13.1 TATA-box binding protein associated factor 1 [Homo sapiens]
OG0001871	2	6183.Smp_166940.1	Xq13.1 excision repair cross-complementation group 6 like [Homo sapiens]
OG0001872	2	6183.Smp_167150.1	11q12.2 pre-mRNA processing factor 19 [Homo sapiens]
OG0001873	2	6183.Smp_167630.1	2q33.1 solute carrier family 39 _zinc transporter__ member 10 [Homo sapiens]
OG0001874	2	6183.Smp_167650.1	11q13.3 Rho guanine nucleotide exchange factor 17 [Homo sapiens]
OG0001875	2	6183.Smp_167690.1	Xp11.22 HECT_ UBA and WWE domain containing 1_ E3 ubiquitin protein ligase [Homo sapiens]
OG0001876	2	6183.Smp_167810.1	12q13.13 extra spindle pole bodies like 1_ separase [Homo sapiens]
OG0001878	2	6183.Smp_167920.1	16p13.3 ubinuclein 1 [Homo sapiens]
OG0001879	2	6183.Smp_168160.1	15q11.2 ubiquitin protein ligase E3A [Homo sapiens]
OG0001880	2	6183.Smp_168370.1	19p13.3 vav guanine nucleotide exchange factor 1 [Homo sapiens]
OG0001882	2	6183.Smp_168600.1	7p15 aryl hydrocarbon receptor [Homo sapiens]
OG0001884	2	6183.Smp_168660.1	4q21.1 USO1 vesicle transport factor [Homo sapiens]
OG0001885	2	6183.Smp_168670.1	10q11.2 protein kinase_ cGMP-dependent_ type I [Homo sapiens]
OG0001886	2	6183.Smp_168890.1	16q12.1 bromodomain containing 7 [Homo sapiens]
OG0001888	2	6183.Smp_169040.1	12p13.31 lysophosphatidylcholine acyltransferase 3 [Homo sapiens]
OG0001889	2	6183.Smp_169060.1	9q31-q33 pre-mRNA processing factor 4 [Homo sapiens]
OG0001890	2	6183.Smp_169140.1	19p13.3 chromatin assembly factor 1 subunit A [Homo sapiens]
OG0001891	2	6183.Smp_169180.1	14q12 HECT domain containing E3 ubiquitin protein ligase 1 [Homo sapiens]
OG0001892	2	6183.Smp_169320.1	2p23.3 protein phosphatase_ Mg2+/Mn2+ dependent 1G [Homo sapiens]
OG0001893	2	6183.Smp_169330.1	5p13.1 nucleoporin 155kDa [Homo sapiens]
OG0001894	2	6183.Smp_169360.1	1q44 kinesin family member 26B [Homo sapiens]
OG0001895	2	6183.Smp_169430.1	10p11.22 par-3 family cell polarity regulator [Homo sapiens]
OG0001896	2	6183.Smp_169520.1	1q21.3 integrator complex subunit 3 [Homo sapiens]
OG0001897	2	6183.Smp_169530.1	1q21 SMG5 nonsense mediated mRNA decay factor [Homo sapiens]
OG0001898	2	6183.Smp_169630.1	16p11.2 exportin 6 [Homo sapiens]
OG0001899	2	6183.Smp_169640.1	4q21.1 nucleoporin 54kDa [Homo sapiens]
OG0001900	2	6183.Smp_169750.1	14q32.13 dicer 1_ ribonuclease type III [Homo sapiens]
OG0001902	2	6183.Smp_169980.1	17q23 endoplasmic reticulum to nucleus signaling 1 [Homo sapiens]
OG0001903	2	6183.Smp_170110.1	2q37.3 high density lipoprotein binding protein [Homo sapiens]
OG0001904	2	6183.Smp_170250.1	21q22.11 PAX3 and PAX7 binding protein 1 [Homo sapiens]
OG0001905	2	6183.Smp_170340.1	13q34 collagen_ type IV_ alpha 1 [Homo sapiens]
OG0001906	2	6183.Smp_170510.1	12q14 cullin-associated and neddylation-dissociated 1 [Homo sapiens]
OG0001907	2	6183.Smp_170570.1	14q21.1 pre-mRNA processing factor 39 [Homo sapiens]
OG0001910	2	6183.Smp_170730.1	11p15.1 proteasome subunit alpha 1 [Homo sapiens]
OG0001911	2	6183.Smp_170760.1	12q13.3 bromodomain adjacent to zinc finger domain 2A [Homo sapiens]
OG0001912	2	6183.Smp_170990.1	10q22.1-q23 vinculin [Homo sapiens]
OG0001913	2	6183.Smp_171130.1	6p21-p12 glial cells missing homolog 1 _Drosophila_ [Homo sapiens]
OG0001914	2	6183.Smp_171150.1	14q11.2 protein arginine methyltransferase 5 [Homo sapiens]
OG0001915	2	6183.Smp_171200.1	Xq24 WD repeat domain 44 [Homo sapiens]
OG0001916	2	6183.Smp_171260.1	5p15 thyroid hormone receptor interactor 13 [Homo sapiens]
OG0001918	2	6183.Smp_171570.1	17q12 ribosomal protein L19 [Homo sapiens]
OG0001919	2	6183.Smp_171650.1	19p13.12 epidermal growth factor receptor pathway substrate 15-like 1 [Homo sapiens]
OG0001920	2	6183.Smp_171710.1	9q31.1 structural maintenance of chromosomes 2 [Homo sapiens]
OG0001921	2	6183.Smp_171720.1	1p32.2 phospholipid phosphatase 3 [Homo sapiens]
OG0001922	2	6183.Smp_171860.1	6q26 QKI_ KH domain containing_ RNA binding [Homo sapiens]
OG0001923	2	6183.Smp_171920.1	6q25.1 large tumor suppressor kinase 1 [Homo sapiens]
OG0001924	2	6183.Smp_172050.1	2q33.3 cyclin Y like 1 [Homo sapiens]
OG0001925	2	6183.Smp_172060.1	8q24.11 exostosin glycosyltransferase 1 [Homo sapiens]
OG0001926	2	6183.Smp_172160.1	15q21.2 LEO1 homolog_ Paf1/RNA polymerase II complex component [Homo sapiens]
OG0001927	2	6183.Smp_172270.1	4q13.3 CCR4-NOT transcription complex subunit 6-like [Homo sapiens]
OG0001929	2	6183.Smp_173020.1	5q13.3 collagen_ type IV_ alpha 3 _Goodpasture antigen_ binding protein [Homo sapiens]
OG0001930	2	6183.Smp_173080.1	7p14.1 engulfment and cell motility 1 [Homo sapiens]
OG0001931	2	6183.Smp_173090.1	8q13.3 EYA transcriptional coactivator and phosphatase 1 [Homo sapiens]
OG0001932	2	6183.Smp_173180.2	22q12.2 developmentally regulated GTP binding protein 1 [Homo sapiens]
OG0001933	2	6183.Smp_173330.1	16q12 VPS35 retromer complex component [Homo sapiens]
OG0001934	2	6183.Smp_173450.1	Xq13.1 kinesin family member 4A [Homo sapiens]
OG0001936	2	6183.Smp_173810.1	8p21.2 protein phosphatase 2 regulatory subunit B_ alpha [Homo sapiens]
OG0001937	2	6183.Smp_173840.1	14q32.11 proteasome 26S subunit_ ATPase 1 [Homo sapiens]
OG0001939	2	6183.Smp_174210.1	5q31.1 DEAD _Asp-Glu-Ala-Asp_ box polypeptide 46 [Homo sapiens]
OG0001940	2	6183.Smp_174220.1	2p24.1 additional sex combs like 2_ transcriptional regulator [Homo sapiens]
OG0001942	2	6183.Smp_174320.1	6p21 runt-related transcription factor 2 [Homo sapiens]
OG0001943	2	6183.Smp_174640.1	11p15.5 stromal interaction molecule 1 [Homo sapiens]
OG0001944	2	6183.Smp_174950.1	19q13.2 ribosomal protein S19 [Homo sapiens]
OG0001945	2	6183.Smp_175050.1	3q26.31 fibronectin type III domain containing 3B [Homo sapiens]
OG0001946	2	6183.Smp_175250.1	2q37.1 proteasome 26S subunit_ non-ATPase 1 [Homo sapiens]
OG0001947	2	6183.Smp_175340.1	2p25 ADAM metallopeptidase domain 17 [Homo sapiens]
OG0001948	2	6183.Smp_175430.1	11q12-q13 damage-specific DNA binding protein 1 [Homo sapiens]
OG0001950	2	6183.Smp_175560.1	11q23-q24 beta-site APP-cleaving enzyme 1 [Homo sapiens]
OG0001951	2	6183.Smp_175740.2	3p22-p21.2 ribosomal protein L14 [Homo sapiens]
OG0001952	2	6183.Smp_176040.1	17p11.2 folliculin [Homo sapiens]
OG0001953	2	6183.Smp_176060.1	6p21.1 ubiquitin protein ligase E3 component n-recognin 2 [Homo sapiens]
OG0001954	2	6183.Smp_176100.1	15q21.1 solute carrier family 30 _zinc transporter__ member 4 [Homo sapiens]
OG0001955	2	6183.Smp_176410.1	5p13 S-phase kinase-associated protein 2_ E3 ubiquitin protein ligase [Homo sapiens]
OG0001956	2	6183.Smp_176600.1	6p21.1 protein phosphatase 2 regulatory subunit B'_ delta [Homo sapiens]
OG0001957	2	6183.Smp_176750.1	2p13.3 AP2 associated kinase 1 [Homo sapiens]
OG0001959	2	6183.Smp_176800.1	1q44 AT-hook containing transcription factor 1 [Homo sapiens]
OG0001960	2	6183.Smp_176840.1	11q13.1 squamous cell carcinoma antigen recognized by T-cells 1 [Homo sapiens]
OG0001962	2	6183.Smp_178260.1	Xp22.1-p21.3 polymerase _DNA directed__ alpha 1_ catalytic subunit [Homo sapiens]
OG0001963	2	6183.Smp_178750.1	3q21-q24 general transcription factor IIE subunit 1 [Homo sapiens]
OG0001964	2	6183.Smp_179360.1	1p13.3 sortilin 1 [Homo sapiens]
OG0001967	2	6183.Smp_179800.1	3q29 p21 protein _Cdc42/Rac_-activated kinase 2 [Homo sapiens]
OG0001968	2	6183.Smp_180160.1	22q11 breakpoint cluster region [Homo sapiens]
OG0001969	2	6183.Smp_180210.1	10p12.1 WW domain containing adaptor with coiled-coil [Homo sapiens]
OG0001970	2	6183.Smp_180390.1	6p21.2 mitochondrial carrier 1 [Homo sapiens]
OG0001971	2	6183.Smp_180420.1	17q11.2 SPT6 homolog_ histone chaperone [Homo sapiens]
OG0001972	2	6183.Smp_180690.1	18q22.3 teashirt zinc finger homeobox 1 [Homo sapiens]
OG0001973	2	6183.Smp_181200.1	6p25 ras responsive element binding protein 1 [Homo sapiens]
OG0001974	2	6183.Smp_181360.1	7q11.23 huntingtin interacting protein 1 [Homo sapiens]
OG0001980	2	6183.Smp_183710.1	7p22 actin_ beta [Homo sapiens]
OG0001984	2	6183.Smp_185230.1	17q22 serine/arginine-rich splicing factor 1 [Homo sapiens]
OG0001991	2	6183.Smp_193790.1	11p15 tumor susceptibility 101 [Homo sapiens]
OG0001992	2	6183.Smp_194520.1	16p11.1 K_lysine_ acetyltransferase 8 [Homo sapiens]
OG0001993	2	6183.Smp_196120.1	7q21.2-q22.1 transformation/transcription domain-associated protein [Homo sapiens]
OG0001994	2	6183.Smp_196220.1	7q22.3 Cbl proto-oncogene-like 1_ E3 ubiquitin protein ligase [Homo sapiens]
OG0001995	2	6183.Smp_196250.1	10p11.2 supervillin [Homo sapiens]
OG0001996	2	6183.Smp_196270.1	Xp11.22 PHD finger protein 8 [Homo sapiens]
OG0001997	2	6183.Smp_196290.1	1p36.12 ubiquitin specific peptidase 48 [Homo sapiens]
OG0001998	2	6183.Smp_196370.1	12q13 potassium channel_ voltage gated eag related subfamily H_ member 3 [Homo sapiens]
OG0001999	2	6183.Smp_196510.1	22q11.2 ubiquitin fusion degradation 1 like _yeast_ [Homo sapiens]
OG0002000	2	6183.Smp_196600.1	1q41 potassium channel tetramerization domain containing 3 [Homo sapiens]
OG0002001	2	6183.Smp_196690.1	15q15.3-q21.1 CTD small phosphatase like 2 [Homo sapiens]
OG0002002	2	6183.Smp_197180.1	11p12 apoptosis inhibitor 5 [Homo sapiens]
OG0002003	2	6183.Smp_197390.1	15q2 ADAM metallopeptidase domain 10 [Homo sapiens]
OG0002004	2	6183.Smp_198380.1	8q24.3 argonaute 2_ RISC catalytic component [Homo sapiens]
OG0002005	2	6183.Smp_198430.1	20q13.12 solute carrier family 12 _potassium/chloride transporter__ member 5 [Homo sapiens]
OG0002006	2	6183.Smp_198530.1	19q13.3 cleft lip and palate associated transmembrane protein 1 [Homo sapiens]
OG0002007	2	6183.Smp_198690.1	5p14-p13 3-hydroxy-3-methylglutaryl-CoA synthase 1 [Homo sapiens]
OG0002009	2	6183.Smp_199610.1	4q22.1 polycystic kidney disease 2 _autosomal dominant_ [Homo sapiens]
OG0002011	2	6183.Smp_200380.1	1q21.1 pogo transposable element with ZNF domain [Homo sapiens]
OG0002012	2	6183.Smp_200410.1	18p11.31-p11.21 thymidylate synthetase [Homo sapiens]
OG0002013	2	6183.Smp_200920.1	1p22.1 ribosomal protein L5 [Homo sapiens]
OG0002018	2	6183.Smp_204730.1	7q33 CCR4-NOT transcription complex subunit 4 [Homo sapiens]
OG0002019	2	6183.Smp_204770.1	12q13.2 citrate synthase [Homo sapiens]
OG0002023	2	6183.Smp_206070.1	21q22.13 dual specificity tyrosine-_Y_-phosphorylation regulated kinase 1A [Homo sapiens]
OG0002025	2	6183.Smp_207080.1	14q13 proteasome subunit alpha 6 [Homo sapiens]
OG0002026	2	6183.Smp_210090.1	5q14.1 adaptor related protein complex 3_ beta 1 subunit [Homo sapiens]
OG0002027	2	6183.Smp_210120.1	14q23.1 SIX homeobox 1 [Homo sapiens]
OG0002028	2	6183.Smp_210520.1	13q34 transcription factor Dp-1 [Homo sapiens]
OG0002029	2	6183.Smp_210650.1	3p21.31 SET domain containing 2 [Homo sapiens]
OG0002030	2	6183.Smp_210660.1	7q22.1 lysine _K_-specific methyltransferase 2E [Homo sapiens]
OG0002031	2	6183.Smp_210670.1	20q13.33 GID complex subunit 8 [Homo sapiens]
OG0002032	2	6183.Smp_210680.1	2q35 RCD1 required for cell differentiation1 homolog _S. pombe_ [Homo sapiens]
OG0002033	2	6183.Smp_210740.1	2q14.1 ARP3 actin-related protein 3 homolog _yeast_ [Homo sapiens]
OG0002034	2	6183.Smp_210820.1	11q13 adrenergic_ beta_ receptor kinase 1 [Homo sapiens]
OG0002035	2	6183.Smp_210840.1	2q37.1 autophagy related 16 like 1 [Homo sapiens]
OG0002036	2	6183.Smp_210870.1	17p11.2 lethal giant larvae homolog 1 _Drosophila_ [Homo sapiens]
OG0002037	2	6183.Smp_211060.1	22q13.2 X-ray repair complementing defective repair in Chinese hamster cells 6 [Homo sapiens]
OG0002038	2	6183.Smp_211070.1	3p14.1 ubiquitin-like modifier activating enzyme 3 [Homo sapiens]
OG0002039	2	6183.Smp_211100.1	12q14 LEM domain containing 3 [Homo sapiens]
OG0002040	2	6183.Smp_211270.1	4p16 C-terminal binding protein 1 [Homo sapiens]
OG0002041	2	6183.Smp_211330.1	11q23.3 DEAD _Asp-Glu-Ala-Asp_ box helicase 6 [Homo sapiens]
OG0002042	2	6183.Smp_212080.1	12q14.1 MON2 homolog_ regulator of endosome-to-Golgi trafficking [Homo sapiens]
OG0002043	2	6183.Smp_212200.1	20q11.22-q11.23 PHD finger protein 20 [Homo sapiens]
OG0002044	2	6183.Smp_212220.1	14q11.1 SPT16 homolog_ facilitates chromatin remodeling subunit [Homo sapiens]
OG0002045	2	6183.Smp_212260.1	1p35.1 retinoblastoma binding protein 4 [Homo sapiens]
OG0002046	2	6183.Smp_212360.1	11q24.1 GRAM domain containing 1B [Homo sapiens]
