Orthogroup	Total	protein_mansoni	sequence_Saccharomyces cerevisiae
OG0001401	2	6183.Smp_149900.1	NC_001142 Subunit of the cytosolic chaperonin Cct ring complex_ related to Tcp1p_ required for the assembly of actin and tubulins in vivo [Saccharomyces cerevisiae]
OG0001402	2	6183.Smp_149950.1	NC_001139 Probable pantetheine-phosphate adenylyltransferase _PPAT__ which catalyzes the fourth step in the biosynthesis of coenzyme A from pantothenate; null mutant lethality is complemented by E. coli coaD _encoding PPAT_; widely conserved [Saccharomyces cerevisiae]
OG0001403	2	6183.Smp_150040.2	NC_001136 Serine/threonine protein kinase_ subunit of the transcription factor TFIIH; involved in transcription initiation at RNA polymerase II promoters [Saccharomyces cerevisiae]
OG0001408	2	6183.Smp_151070.1	NC_001145 Protein involved in the regulating Pol I and Pol II transcription and pre-mRNA processing; forms a complex with Spt4p [Saccharomyces cerevisiae]
OG0001410	2	6183.Smp_151380.1	NC_001146 Largest subunit of the Anaphase-Promoting Complex/Cyclosome _APC/C__ which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors_ including mitotic cyclins_ during the metaphase/anaphase transition [Saccharomyces cerevisiae]
OG0001411	2	6183.Smp_151650.1	NC_001144 J-protein co-chaperone of the mitochondrial import motor associated with the presequence translocase_ with Ssc1p_ Tim44p_ Mge1p_ and Pam16p; stimulates ATPase activity of Ssc1p to drive mitochondrial import; activity is inhibited by Pam16p [Saccharomyces cerevisiae]
OG0001412	2	6183.Smp_151690.1	NC_001141 Mitochondrial protein involved in maintenance of the mitochondrial genome [Saccharomyces cerevisiae]
OG0001417	2	6183.Smp_152400.1	NC_001144 Subunit of the Anaphase-Promoting Complex/Cyclosome _APC/C__ which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors_ including mitotic cyclins_ during the metaphase/anaphase transition; similar to cullin Cdc53p [Saccharomyces cerevisiae]
OG0001419	2	6183.Smp_152650.1	NC_001138 Component of the RSC chromatin remodeling complex; essential for viability and mitotic growth; homolog of SWI/SNF subunit Swi3p_ but unlike Swi3p_ does not activate transcription of reporters [Saccharomyces cerevisiae]
OG0001421	2	6183.Smp_152740.1	NC_001136 Subunit of U3-containing 90S preribosome and Small Subunit _SSU_ processome complexes involved in production of 18S rRNA and assembly of small ribosomal subunit; member of t-Utp subcomplex involved with transcription of 35S rRNA transcript [Saccharomyces cerevisiae]
OG0001423	2	6183.Smp_152860.1	NC_001146 Essential protein of unknown function; fluorescent protein _GFP or YFP_-tagged protein localizes to cytoplasm and nucleus [Saccharomyces cerevisiae]
OG0001424	2	6183.Smp_153430.1	NC_001136 Arginyl-tRNA synthetase_ proposed to be cytoplasmic but the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Saccharomyces cerevisiae]
OG0001430	2	6183.Smp_154980.1	NC_001147 Protein that forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes_ as well as a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors [Saccharomyces cerevisiae]
OG0001433	2	6183.Smp_155480.1	NC_001134 TPR-containing co-chaperone; binds both Hsp82p _Hsp90_ and Ssa1p _Hsp70_ and stimulates the ATPase activity of SSA1_ ts mutants reduce Hsp82p function while over expression suppresses the phenotypes of an HSP82 ts allele and a cpr7 deletion [Saccharomyces cerevisiae]
OG0001434	2	6183.Smp_155870.1	NC_001142 Essential constituent of the mitochondrial inner membrane presequence translocase; interacts with Pam18p to recruit the presequence translocase-associated motor _PAM complex_ and also required for protein sorting during import [Saccharomyces cerevisiae]
OG0001436	2	6183.Smp_156780.1	NC_001147 Nucleolar protein_ constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of large ribosomal subunits; possesses a sigma_70_-like RNA-binding motif [Saccharomyces cerevisiae]
OG0001438	2	6183.Smp_157290.1	NC_001134 Subunit of the condensin complex; required for chromosome condensation and for clustering of tRNA genes at the nucleolus; may influence multiple aspects of chromosome transmission [Saccharomyces cerevisiae]
OG0001440	2	6183.Smp_157710.1	NC_001137 Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P_ which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors [Saccharomyces cerevisiae]
OG0001443	2	6183.Smp_158380.1	NC_001141 Peripheral mitochondrial membrane protein involved in mitochondrial protein import_ tethers essential chaperone Ssc1p to the translocon channel at the matrix side of the inner membrane [Saccharomyces cerevisiae]
OG0001445	2	6183.Smp_158600.1	NC_001139 Subunit of the oligosaccharyltransferase complex of the ER lumen_ which catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis [Saccharomyces cerevisiae]
OG0001446	2	6183.Smp_158840.1	NC_001141 Nucleolar protein of unknown function; proposed to function as an RNA helicase based on structure prediction and remote homology searches; essential for viability [Saccharomyces cerevisiae]
OG0001447	2	6183.Smp_158910.1	NC_001134 Cyclin-dependent protein kinase regulatory subunit and adaptor; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation_ recruiting proteasomal subunits to target gene promoters [Saccharomyces cerevisiae]
OG0001448	2	6183.Smp_159000.1	NC_001140 Subunit of TORC1_ a rapamycin-sensitive complex involved in growth control that contains Tor1p or Tor2p_ Lst8p and Tco89p; contains four HEAT repeats and seven WD-40 repeats; may act as a scaffold protein to couple TOR and its effectors [Saccharomyces cerevisiae]
OG0001451	2	6183.Smp_159400.1	NC_001145 Phosphatidylinositol/phosphatidylcholine transfer protein; involved in regulating PtdIns_ PtdCho_ and ceramide metabolism_ products of which regulate intracellular transport and UPR; functionally homologous to mammalian PITPs [Saccharomyces cerevisiae]
OG0001454	2	6183.Smp_160190.1	NC_001141 Subunit of DNA primase_ which is required for DNA synthesis and double-strand break repair [Saccharomyces cerevisiae]
OG0001455	2	6183.Smp_160420.1	NC_001143 Essential protein required for the maturation of 25S rRNA and 60S ribosomal subunit assembly_ localizes to the nucleolus; constituent of 66S pre-ribosomal particles [Saccharomyces cerevisiae]
OG0001458	2	6183.Smp_160770.1	NC_001143 Subunit of the ARP2/3 complex_ which is required for the motility and integrity of cortical actin patches [Saccharomyces cerevisiae]
OG0001459	2	6183.Smp_160940.1	NC_001134 Subunit _90 kDa_ of TFIID and SAGA complexes_ involved in RNA polymerase II transcription initiation and in chromatin modification [Saccharomyces cerevisiae]
OG0001460	2	6183.Smp_161980.1	NC_001147 Exosome core complex catalytic subunit; possesses both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase R and to human DIS3 [Saccharomyces cerevisiae]
OG0001461	2	6183.Smp_162030.1	NC_001145 Dihydrofolate synthetase_ involved in folic acid biosynthesis; catalyzes the conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis [Saccharomyces cerevisiae]
OG0001462	2	6183.Smp_162280.1	NC_001136 Coproporphyrinogen III oxidase_ an oxygen requiring enzyme that catalyzes the sixth step in the heme biosynthetic pathway; transcription is repressed by oxygen and heme _via Rox1p and Hap1p_ [Saccharomyces cerevisiae]
OG0001463	2	6183.Smp_162430.1	NC_001148 Poly_A_RNA binding protein involved in nuclear mRNA export_ component of the nuclear pore; ortholog of human TAP [Saccharomyces cerevisiae]
OG0001464	2	6183.Smp_162600.1	NC_001142 Nucleolar protein_ component of the small subunit _SSU_ processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA [Saccharomyces cerevisiae]
OG0001465	2	6183.Smp_162630.1	NC_001143 Ubiquitin activating enzyme _E1__ involved in ubiquitin-mediated protein degradation and essential for viability [Saccharomyces cerevisiae]
OG0001466	2	6183.Smp_162890.1	NC_001142 Peptidylprolyl-cis/trans-isomerase _PPIase_ specific for phosphorylated serine and threonine residues N-terminal to proline; regulates phosphorylation of the RNA polymerase II large subunit _Rpo21p_ C-terminal domain [Saccharomyces cerevisiae]
OG0001469	2	6183.Smp_163850.1	NC_001148 Protein that interacts physically and genetically with Tap42p_ which regulates protein phosphatase 2A; component of the TOR _target of rapamycin_ signaling pathway [Saccharomyces cerevisiae]
OG0001473	2	6183.Smp_164120.1	NC_001136 Protein of unknown function_ essential for viability_ involved in establishing cellular polarity and morphogenesis; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Saccharomyces cerevisiae]
OG0001475	2	6183.Smp_164410.1	NC_001147 Nuclear import receptor_ mediates the nuclear localization of proteins involved in mRNA-nucleus export; promotes dissociation of mRNAs from the nucleus-cytoplasm mRNA shuttling protein Npl3p [Saccharomyces cerevisiae]
OG0001476	2	6183.Smp_164470.1	NC_001134 Splicing factor_ component of the U4/U6-U5 snRNP complex [Saccharomyces cerevisiae]
OG0001479	2	6183.Smp_165330.1	NC_001147 Protein of unknown function required for establishment of sister chromatid cohesion; contains an ATP/GTP binding site motif; similar to YLR243W and is highly conserved across species and homologous to human gene GPN2/ATPBD1B [Saccharomyces cerevisiae]
OG0001481	2	6183.Smp_165580.1	NC_001141 Component of the holoenzyme form of RNA polymerase transcription factor TFIIH_ has DNA-dependent ATPase/helicase activity and is required_ with Rad3p_ for unwinding promoter DNA; involved in DNA repair; homolog of human ERCC3 [Saccharomyces cerevisiae]
OG0001484	2	6183.Smp_166220.1	NC_001136 Nuclear protein that acts as a heterodimer with Aos1p to activate Smt3p _SUMO_ before its conjugation to proteins _sumoylation__ which may play a role in protein targeting; essential for viability [Saccharomyces cerevisiae]
OG0001485	2	6183.Smp_166240.1	NC_001136 Component of the spliceosome complex involved in pre-mRNA splicing; involved in regulation of cell cycle progression; similar to Drosophila crooked neck protein [Saccharomyces cerevisiae]
OG0001486	2	6183.Smp_166310.1	NC_001145 GTPase activating protein _GAP_ for Gsp1p_ involved in nuclear transport [Saccharomyces cerevisiae]
OG0001487	2	6183.Smp_166520.1	NC_001137 Apyrase with wide substrate specificity_ involved in preventing the inhibition of glycosylation by hydrolyzing nucleoside tri- and diphosphates which are inhibitors of glycotransferases; partially redundant with Gda1p [Saccharomyces cerevisiae]
OG0001488	2	6183.Smp_166550.1	NC_001139 Delta subunit of the translation initiation factor eIF2B_ the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression [Saccharomyces cerevisiae]
OG0001489	2	6183.Smp_166580.1	NC_001136 Oxidoreductase of the mitochondrial inner membrane_ involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes; one of the few mitochondrial proteins essential for viability [Saccharomyces cerevisiae]
OG0001490	2	6183.Smp_166680.1	NC_001146 Essential component of the Sorting and Assembly Machinery _SAM or TOB complex_ of the mitochondrial outer membrane_ which binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; homologous to bacterial Omp85 [Saccharomyces cerevisiae]
OG0001491	2	6183.Smp_166840.1	NC_001139 TFIID subunit _145 kDa__ involved in RNA polymerase II transcription initiation_ has histone acetyltransferase activity_ involved in promoter binding and G1/S progression [Saccharomyces cerevisiae]
OG0001492	2	6183.Smp_166980.1	NC_001145 Subunit _17 kDa_ of TFIID and SAGA complexes_ involved in RNA polymerase II transcription initiation and in chromatin modification_ similar to histone H3 [Saccharomyces cerevisiae]
OG0001494	2	6183.Smp_167330.1	NC_001139 Beta subunit of succinyl-CoA ligase_ which is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate [Saccharomyces cerevisiae]
OG0001495	2	6183.Smp_167410.1	NC_001144 Protein involved in nutritional control of the cell cycle; regulates abundance of the translation initiation factor eIF2; ortholog of human D123 protein [Saccharomyces cerevisiae]
OG0001496	2	6183.Smp_167570.1	NC_001137 Subunit of a heterodimeric NC2 transcription regulator complex with Ncb2p; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha [Saccharomyces cerevisiae]
OG0001497	2	6183.Smp_167810.1	NC_001139 Separase_ a caspase-like cysteine protease that promotes sister chromatid separation by mediating dissociation of the cohesin Scc1p from chromatin; inhibits protein phosphatase 2A-Cdc55p to promote mitotic exit; inhibited by Pds1p [Saccharomyces cerevisiae]
OG0001499	2	6183.Smp_168330.1	NC_001134 One of 10 subunits of the transport protein particle _TRAPP_ complex of the cis-Golgi which mediates vesicle docking and fusion; mutations in the human homolog cause the spondyloepiphyseal dysplasia tarda _SEDL_ disorder [Saccharomyces cerevisiae]
OG0001500	2	6183.Smp_168520.1	NC_001144 Acetyl-coA synthetase isoform which_ along with Acs1p_ is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions [Saccharomyces cerevisiae]
OG0001501	2	6183.Smp_168660.1	NC_001136 Essential protein involved in intracellular protein transport_ coiled-coil protein necessary for transport from ER to Golgi; required for assembly of the ER-to-Golgi SNARE complex [Saccharomyces cerevisiae]
OG0001502	2	6183.Smp_168770.1	NC_001142 Constituent of the mitochondrial import motor associated with the presequence translocase_ along with Ssc1p_ Tim44p_ Mge1p_ and Pam18p; forms a 1_1 subcomplex with Pam18p and inhibits its cochaperone activity; contains J-like domain [Saccharomyces cerevisiae]
OG0001504	2	6183.Smp_169060.1	NC_001148 Splicing factor_ component of the U4/U6-U5 snRNP complex [Saccharomyces cerevisiae]
OG0001505	2	6183.Smp_169300.1	NC_001145 TFIID subunit _67 kDa__ involved in RNA polymerase II transcription initiation [Saccharomyces cerevisiae]
OG0001507	2	6183.Smp_169770.1	NC_001144 Subunit of the GPI _glycosylphosphatidylinositol__protein transamidase complex_ removes the GPI-anchoring signal and attaches GPI to proteins in the ER [Saccharomyces cerevisiae]
OG0001509	2	6183.Smp_170570.1	NC_001145 U1 snRNP protein involved in splicing_ contains multiple tetriatricopeptide repeats [Saccharomyces cerevisiae]
OG0001512	2	6183.Smp_170730.1	NC_001145 Alpha 6 subunit of the 20S proteasome [Saccharomyces cerevisiae]
OG0001513	2	6183.Smp_170800.2	NC_001146 Cysteinyl-tRNA synthetase; may interact with ribosomes_ based on co-purification experiments [Saccharomyces cerevisiae]
OG0001514	2	6183.Smp_171070.1	NC_001139 Essential protein_ component of a complex containing Cef1p_ has similarity to S. pombe Cwf22p; putative spliceosomal component_ based on computational analysis of large-scale protein-protein interaction data [Saccharomyces cerevisiae]
OG0001516	2	6183.Smp_171590.1	NC_001138 Protein phosphatase required for mitotic exit; located in the nucleolus until liberated by the FEAR and Mitotic Exit Network in anaphase_ enabling it to act on key substrates to effect a decrease in CDK/B-cyclin activity and mitotic exit [Saccharomyces cerevisiae]
OG0001517	2	6183.Smp_171610.1	NC_001136 Dual-specificity kinase required for spindle pole body _SPB_ duplication and spindle checkpoint function; substrates include SPB proteins Spc42p_ Spc110p_ and Spc98p_ mitotic exit network protein Mob1p_ and checkpoint protein Mad1p [Saccharomyces cerevisiae]
OG0001518	2	6183.Smp_172090.1	NC_001144 Putative protein of unknown function; YLR243W is an essential gene [Saccharomyces cerevisiae]
OG0001520	2	6183.Smp_172660.1	NC_001146 Mevalonate pyrophosphate decarboxylase_ essential enzyme involved in the biosynthesis of isoprenoids and sterols_ including ergosterol; acts as a homodimer [Saccharomyces cerevisiae]
OG0001522	2	6183.Smp_173840.1	NC_001136 One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; required for normal peptide hydrolysis by the core 20S particle [Saccharomyces cerevisiae]
OG0001525	2	6183.Smp_174370.1	NC_001143 RNA polymerase III subunit C25_ required for transcription initiation; forms a heterodimer with Rpc17p; paralog of Rpb7p [Saccharomyces cerevisiae]
OG0001527	2	6183.Smp_175230.1	NC_001147 Dihydrofolate reductase_ part of the dTTP biosynthetic pathway_ involved in folate metabolism_ possibly required for mitochondrial function [Saccharomyces cerevisiae]
OG0001528	2	6183.Smp_175420.1	NC_001144 Subunit of signal peptidase complex _Spc1p_ Spc2p_ Spc3p_ Sec11p__ which catalyzes cleavage of N-terminal signal sequences of proteins targeted to the secretory pathway; homologous to mammalian SPC22/23 [Saccharomyces cerevisiae]
OG0001530	2	6183.Smp_176530.1	NC_001145 Putative protein of unknown function; essential gene required for viability [Saccharomyces cerevisiae]
OG0001531	2	6183.Smp_176750.1	NC_001146 Serine/threonine protein kinase involved in regulation of the cortical actin cytoskeleton; involved in control of endocytosis [Saccharomyces cerevisiae]
OG0001533	2	6183.Smp_177080.1	NC_001139 Mannosyltransferase that catalyzes two consecutive steps in the N-linked glycosylation pathway; alg2 mutants exhibit temperature-sensitive growth and abnormal accumulation of the lipid-linked oligosaccharide Man2GlcNAc2-PP-Dol [Saccharomyces cerevisiae]
OG0001534	2	6183.Smp_177120.1	NC_001136 DDK _Dbf4-dependent kinase_ catalytic subunit required for firing origins and replication fork progression in mitosis through phosphorylation of Mcm2-7p complexes and Cdc45p; kinase activity correlates with cyclical DBF4 expression [Saccharomyces cerevisiae]
OG0001536	2	6183.Smp_178260.1	NC_001146 Catalytic subunit of the DNA polymerase I alpha-primase complex_ required for the initiation of DNA replication during mitotic DNA synthesis and premeiotic DNA synthesis [Saccharomyces cerevisiae]
OG0001537	2	6183.Smp_178850.1	NC_001143 Poly_A_ polymerase_ one of three factors required for mRNA 3'-end polyadenylation_ forms multiprotein complex with polyadenylation factor I _PF I__ also required for mRNA nuclear export; may also polyadenylate rRNAs [Saccharomyces cerevisiae]
OG0001540	2	6183.Smp_180370.1	NC_001139 Essential nucleolar protein of unknown function; contains WD repeats_ interacts with Mpp10p and Bfr2p_ and has homology to Spb1p [Saccharomyces cerevisiae]
OG0001541	2	6183.Smp_180380.1	NC_001145 Largest subunit of the origin recognition complex_ which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; exhibits ATPase activity [Saccharomyces cerevisiae]
OG0001542	2	6183.Smp_180420.1	NC_001139 Transcription elongation factor required for the maintenance of chromatin structure during transcription in order to inhibit transcription from promoters within the coding region [Saccharomyces cerevisiae]
OG0001548	2	6183.Smp_183710.1	NC_001138 Actin_ structural protein involved in cell polarization_ endocytosis_ and other cytoskeletal functions [Saccharomyces cerevisiae]
OG0001555	2	6183.Smp_186640.1	NC_001144 Subunit of U3-containing 90S preribosome and Small Subunit _SSU_ processome complexes involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma [Saccharomyces cerevisiae]
OG0001559	2	6183.Smp_194160.1	NC_001148 Cytosolic leucyl tRNA synthetase_ ligates leucine to the appropriate tRNA [Saccharomyces cerevisiae]
OG0001560	2	6183.Smp_194620.1	NC_001142 Subunit of tRNA _1-methyladenosine_ methyltransferase_ with Gcd10p_ required for the modification of the adenine at position 58 in tRNAs_ especially tRNAi-Met; first identified as a negative regulator of GCN4 expression [Saccharomyces cerevisiae]
OG0001561	2	6183.Smp_196510.1	NC_001139 Protein that interacts with Cdc48p and Npl4p_ involved in recognition of polyubiquitinated proteins and their presentation to the 26S proteasome for degradation; involved in transporting proteins from the ER to the cytosol [Saccharomyces cerevisiae]
OG0001562	2	6183.Smp_197330.1	NC_001148 Acetyl-CoA C-acetyltransferase _acetoacetyl-CoA thiolase__ cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another_ forming acetoacetyl-CoA; involved in the first step in mevalonate biosynthesis [Saccharomyces cerevisiae]
OG0001563	2	6183.Smp_198420.1	NC_001148 Constituent of 66S pre-ribosomal particles_ has similarity to human translation initiation factor 6 _eIF6_; may be involved in the biogenesis and or stability of 60S ribosomal subunits [Saccharomyces cerevisiae]
OG0001564	2	6183.Smp_198690.1	NC_001145 3-hydroxy-3-methylglutaryl-CoA _HMG-CoA_ synthase_ catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis [Saccharomyces cerevisiae]
OG0001565	2	6183.Smp_198790.1	NC_001136 Subunit of a heterodimeric NC2 transcription regulator complex with Bur6p; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2beta [Saccharomyces cerevisiae]
OG0001566	2	6183.Smp_199100.1	NC_001137 5' to 3' DNA helicase_ involved in nucleotide excision repair and transcription; subunit of RNA polymerase II transcription initiation factor TFIIH; subunit of Nucleotide Excision Repair Factor 3 _NEF3_; homolog of human XPD protein [Saccharomyces cerevisiae]
OG0001569	2	6183.Smp_200410.1	NC_001147 Thymidylate synthase_ required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S [Saccharomyces cerevisiae]
OG0001570	2	6183.Smp_200920.1	NC_001148 Protein component of the large _60S_ ribosomal subunit with similarity to E. coli L18 and rat L5 ribosomal proteins; binds 5S rRNA and is required for 60S subunit assembly [Saccharomyces cerevisiae]
OG0001579	2	6183.Smp_207000.1	NC_001143 Protein of unknown function required for iron-sulfur cluster assembly and sister chromatid cohesion; mutation displays synthetic lethal interaction with the pol3-13 allele of CDC2 [Saccharomyces cerevisiae]
OG0001580	2	6183.Smp_207020.1	NC_001137 Ubiquitin-protein ligase involved in ubiquitin-mediated protein degradation; functions in multivesicular body sorting_ heat shock response and ubiquitylation of arrested RNAPII; contains a hect _homologous to E6-AP carboxyl terminus_ domain [Saccharomyces cerevisiae]
OG0001581	2	6183.Smp_207080.1	NC_001139 Alpha 1 subunit of the 20S proteasome involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria [Saccharomyces cerevisiae]
OG0001582	2	6183.Smp_210350.1	NC_001147 Alpha 1_2-mannosyltransferase involved in glycosyl phosphatidyl inositol _GPI_ biosynthesis; required for addition of the fourth_ side branching mannose to the GPI core structure [Saccharomyces cerevisiae]
OG0001583	2	6183.Smp_210430.1	NC_001138 Ras-like small GTPase_ involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by protein geranylgeranyltransferase type II _Bet2p-Bet4p_ [Saccharomyces cerevisiae]
OG0001584	2	6183.Smp_210740.1	NC_001142 Essential component of the Arp2/3 complex_ which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity [Saccharomyces cerevisiae]
OG0001585	2	6183.Smp_210890.1	NC_001134 Cytoplasmic inorganic pyrophosphatase _PPase__ homodimer that catalyzes the rapid exchange of oxygens from Pi with water_ highly expressed and essential for viability_ active-site residues show identity to those from E. coli PPase [Saccharomyces cerevisiae]
OG0001586	2	6183.Smp_210940.1	NC_001146 Catalytic subunit of DNA polymerase _II_ epsilon_ a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p [Saccharomyces cerevisiae]
OG0001587	2	6183.Smp_210960.1	NC_001145 TFIID subunit _19 kDa__ involved in RNA polymerase II transcription initiation_ similar to histone H4 with atypical histone fold motif of Spt3-like transcription factors [Saccharomyces cerevisiae]
OG0001588	2	6183.Smp_211170.1	NC_001136 Subunit _61/68 kDa_ of TFIID and SAGA complexes_ involved in RNA polymerase II transcription initiation and in chromatin modification_ similar to histone H2A [Saccharomyces cerevisiae]
OG0001589	2	6183.Smp_212220.1	NC_001139 Subunit of the heterodimeric FACT complex _Spt16p-Pob3p__ facilitates RNA Polymerase II transcription elongation through nucleosomes by destabilizing and then reassembling nucleosome structure [Saccharomyces cerevisiae]
