Orthogroup	protein_mansoni	sequence_Saccharomyces cerevisiae
OG0000356	6183.Smp_134060.1, 6183.Smp_212490.1	NC_001136 Essential phosphoprotein component _p150_ of the COPII coat of secretory pathway vesicles_ in complex with Sec13p; required for ER-derived transport vesicle formation [Saccharomyces cerevisiae], NC_001144 Essential protein required for biogenesis of 40S _small_ ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p [Saccharomyces cerevisiae]
OG0000357	6183.Smp_136970.1, 6183.Smp_173700.1	NC_001138 Subunit of the multiprotein cohesin complex_ essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member_ binds DNA with a preference for DNA with secondary structure [Saccharomyces cerevisiae], NC_001144 Subunit of the condensin complex; reorganizes chromosomes during cell division; forms a complex with Smc2p that has ATP-hydrolyzing and DNA-binding activity; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate [Saccharomyces cerevisiae]
OG0000358	6183.Smp_137330.1, 6183.Smp_175930.1, 6183.Smp_176810.1, 6183.Smp_194950.1	
OG0000359	6183.Smp_137980.1, 6183.Smp_153200.1, 6183.Smp_153210.1, 6183.Smp_204020.1	
OG0000360	6183.Smp_140610.1, 6183.Smp_204090.1, 6183.Smp_204400.1, 6183.Smp_205520.1	
OG0000361	6183.Smp_141910.1, 6183.Smp_143930.1, 6183.Smp_145990.1, 6183.Smp_155450.1	
OG0000362	6183.Smp_145260.1, 6183.Smp_171710.1	NC_001138 Subunit of the condensin complex; essential SMC chromosomal ATPase family member that forms a complex with Smc4p to form the active ATPase; Smc2p/Smc4p complex binds DNA; required for clustering of tRNA genes at the nucleolus [Saccharomyces cerevisiae], NC_001142 Subunit of the multiprotein cohesin complex required for sister chromatid cohesion in mitotic cells; also required_ with Rec8p_ for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member [Saccharomyces cerevisiae]
OG0000363	6183.Smp_147860.1, 6183.Smp_151880.1, 6183.Smp_163160.1, 6183.Smp_169150.1	
OG0000364	6183.Smp_152940.1, 6183.Smp_168630.1, 6183.Smp_174870.1, 6183.Smp_179570.1	
OG0000365	6183.Smp_177580.1, 6183.Smp_183040.1, 6183.Smp_184280.1, 6183.Smp_205560.1	
OG0000366	6183.Smp_200820.1, 6183.Smp_200840.1, 6183.Smp_200870.1, 6183.Smp_200880.1	
OG0000367	6183.Smp_205450.1, 6183.Smp_205460.1, 6183.Smp_205470.1, 6183.Smp_205480.1	
OG0000368	6183.Smp_000030.1, 6183.Smp_175250.1	NC_001141 Subunit of the 26S proteasome_ substrate of the N-acetyltransferase Nat1p [Saccharomyces cerevisiae]
OG0000369	6183.Smp_000100.1, 6183.Smp_156590.1, 6183.Smp_198050.1	
OG0000370	6183.Smp_000270.1, 6183.Smp_000280.1, 6183.Smp_077920.1	
OG0000371	6183.Smp_000410.1, 6183.Smp_000430.1, 6183.Smp_191910.1	
OG0000372	6183.Smp_000460.1, 6183.Smp_000850.1, 6183.Smp_120800.1	
OG0000373	6183.Smp_000600.1, 6183.Smp_018400.1	NC_001135 WD-repeat protein involved in ribosome biogenesis; may interact with ribosomes; required for maturation and efficient intra-nuclear transport or pre-60S ribosomal subunits_ localizes to the nucleolus [Saccharomyces cerevisiae]
OG0000374	6183.Smp_000900.1, 6183.Smp_120620.1, 6183.Smp_137050.1	
OG0000375	6183.Smp_001360.1, 6183.Smp_032810.1	NC_001142 Thymidylate and uridylate kinase_ functions in de novo biosynthesis of pyrimidine deoxyribonucleotides; converts dTMP to dTDP and dUMP to dUTP; essential for mitotic and meiotic DNA replication; homologous to S. pombe Tmp1p [Saccharomyces cerevisiae]
OG0000376	6183.Smp_001830.1, 6183.Smp_153950.1	NC_001144 Essential protein with similarity to Rpl24Ap and Rpl24Bp_ associated with pre-60S ribosomal subunits and required for ribosomal large subunit biogenesis [Saccharomyces cerevisiae]
OG0000377	6183.Smp_002350.1, 6183.Smp_123360.1, 6183.Smp_123370.1	
OG0000378	6183.Smp_002920.1, 6183.Smp_140510.1, 6183.Smp_140560.1	
OG0000379	6183.Smp_003620.1, 6183.Smp_060070.1	NC_001144 Component of the septin ring of the mother-bud neck that is required for cytokinesis; septins recruit proteins to the neck and can act as a barrier to diffusion at the membrane_ and they comprise the 10nm filaments seen with EM [Saccharomyces cerevisiae]
OG0000380	6183.Smp_003630.1, 6183.Smp_161960.1	NC_001136 Subunit of the SF3a splicing factor complex_ required for spliceosome assembly; acts after the formation of the U1 snRNP-pre-mRNA complex [Saccharomyces cerevisiae]
OG0000381	6183.Smp_004020.1, 6183.Smp_024490.1	NC_001147 Subunit of heteropentameric Replication factor C _RF-C__ which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen _PCNA_ processivity factor for DNA polymerases delta and epsilon [Saccharomyces cerevisiae]
OG0000382	6183.Smp_004080.1, 6183.Smp_121160.1, 6183.Smp_193410.1	
OG0000383	6183.Smp_004220.1, 6183.Smp_124410.1, 6183.Smp_167750.1	
OG0000384	6183.Smp_004310.1, 6183.Smp_062890.1, 6183.Smp_064350.1	
OG0000385	6183.Smp_004630.1, 6183.Smp_008580.1, 6183.Smp_065770.1	
OG0000386	6183.Smp_005260.1, 6183.Smp_041480.2, 6183.Smp_064360.1	
OG0000387	6183.Smp_005330.1, 6183.Smp_040770.1	NC_001139 Methionyl-tRNA synthetase_ forms a complex with glutamyl-tRNA synthetase _Gus1p_ and Arc1p_ which increases the catalytic efficiency of both tRNA synthetases; also has a role in nuclear export of tRNAs [Saccharomyces cerevisiae]
OG0000388	6183.Smp_006730.1, 6183.Smp_006750.1, 6183.Smp_006760.1	
OG0000389	6183.Smp_006860.1, 6183.Smp_022340.1, 6183.Smp_166920.1	
OG0000390	6183.Smp_006960.1, 6183.Smp_128900.1, 6183.Smp_134770.1	
OG0000391	6183.Smp_007180.1, 6183.Smp_120320.1, 6183.Smp_149300.1	
OG0000392	6183.Smp_008320.1, 6183.Smp_019610.1, 6183.Smp_173550.1	
OG0000393	6183.Smp_008660.1, 6183.Smp_165930.1, 6183.Smp_197860.1	
OG0000394	6183.Smp_009230.1, 6183.Smp_191670.1, 6183.Smp_203090.1	
OG0000395	6183.Smp_009550.1, 6183.Smp_016540.1, 6183.Smp_143380.1	
OG0000396	6183.Smp_009580.1, 6183.Smp_046690.1, 6183.Smp_123260.1	
OG0000397	6183.Smp_010140.1, 6183.Smp_083150.1	NC_001139 Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p_ suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain [Saccharomyces cerevisiae]
OG0000398	6183.Smp_010280.1, 6183.Smp_027000.1, 6183.Smp_038830.1	
OG0000399	6183.Smp_010370.1, 6183.Smp_027040.1, 6183.Smp_099890.1	
OG0000400	6183.Smp_010690.1, 6183.Smp_127830.1	NC_001146 Subunit of the ARP2/3 complex_ which is required for the motility and integrity of cortical actin patches; required for cortical localization of calmodulin [Saccharomyces cerevisiae]
OG0000401	6183.Smp_010820.1, 6183.Smp_145300.1, 6183.Smp_156530.1	
OG0000402	6183.Smp_012480.1, 6183.Smp_123940.1, 6183.Smp_210700.1	
OG0000403	6183.Smp_012560.1, 6183.Smp_052470.1, 6183.Smp_198020.1	
OG0000404	6183.Smp_012580.1, 6183.Smp_127770.1, 6183.Smp_155990.1	
OG0000405	6183.Smp_013210.1, 6183.Smp_125650.1, 6183.Smp_129310.1	
OG0000406	6183.Smp_013950.1, 6183.Smp_169050.1, 6183.Smp_169090.1	
OG0000407	6183.Smp_014670.2, 6183.Smp_071140.1, 6183.Smp_083040.1	
OG0000408	6183.Smp_015440.1, 6183.Smp_176270.1	NC_001144 cis-Golgi t-SNARE syntaxin required for vesicular transport between the ER and the Golgi complex_ binds at least 9 SNARE proteins [Saccharomyces cerevisiae]
OG0000409	6183.Smp_015690.1, 6183.Smp_157250.1, 6183.Smp_175070.1	
OG0000410	6183.Smp_016050.1, 6183.Smp_058170.2, 6183.Smp_099630.1	
OG0000411	6183.Smp_016410.1	NC_001136 Ran GTPase binding protein; involved in nuclear protein import and RNA export_ ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1 [Saccharomyces cerevisiae], NC_001141 Protein of unknown function involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p_ GTP-Gsp1p_ Rna1p and Crm1p; is not essential [Saccharomyces cerevisiae]
OG0000412	6183.Smp_016870.1, 6183.Smp_168220.1, 6183.Smp_169210.1	
OG0000413	6183.Smp_017810.1, 6183.Smp_167860.1	NC_001136 Subunit of cohesin loading factor _Scc2p-Scc4p__ a complex required for loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during DSB repair via histone H2AX; evolutionarily-conserved adherin [Saccharomyces cerevisiae]
OG0000414	6183.Smp_017860.1, 6183.Smp_164840.1	NC_001148 Beta 5 subunit of the 20S proteasome_ responsible for the chymotryptic activity of the proteasome [Saccharomyces cerevisiae]
OG0000415	6183.Smp_018620.1, 6183.Smp_055760.1, 6183.Smp_165550.1	
OG0000416	6183.Smp_018760.1, 6183.Smp_020340.1, 6183.Smp_133210.1	
OG0000417	6183.Smp_019760.1, 6183.Smp_128140.1, 6183.Smp_155500.1	
OG0000418	6183.Smp_019890.1, 6183.Smp_066670.1, 6183.Smp_179930.1	
OG0000419	6183.Smp_020090.1, 6183.Smp_155090.1, 6183.Smp_155100.1	
OG0000420	6183.Smp_020300.1, 6183.Smp_101630.1, 6183.Smp_162410.1	
OG0000421	6183.Smp_021920.3, 6183.Smp_035210.1, 6183.Smp_085540.6	
OG0000422	6183.Smp_022050.1, 6183.Smp_134070.1, 6183.Smp_134080.1	
OG0000423	6183.Smp_023150.1, 6183.Smp_030710.1, 6183.Smp_165490.1	
OG0000424	6183.Smp_024810.1, 6183.Smp_089220.1, 6183.Smp_173640.1	
OG0000425	6183.Smp_025690.1, 6183.Smp_178810.1	NC_001136 Non-ATPase regulatory subunit of the 26S proteasome_ has similarity to putative proteasomal subunits in other species; null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects [Saccharomyces cerevisiae]
OG0000426	6183.Smp_026090.1, 6183.Smp_152790.1, 6183.Smp_202170.1	
OG0000427	6183.Smp_026540.1, 6183.Smp_027010.2, 6183.Smp_064240.1	
OG0000428	6183.Smp_026700.1, 6183.Smp_096200.1, 6183.Smp_149450.1	
OG0000429	6183.Smp_027610.1, 6183.Smp_131450.1	NC_001146 Protein component of the small _40S_ ribosomal subunit_ has apurinic/apyrimidinic _AP_ endonuclease activity; essential for viability; has similarity to E. coli S3 and rat S3 ribosomal proteins [Saccharomyces cerevisiae]
OG0000430	6183.Smp_027750.1, 6183.Smp_045250.1, 6183.Smp_125760.1	
OG0000431	6183.Smp_027890.1	NC_001139 Essential nucleoporin_ catalyzes its own cleavage in vivo to generate a C-terminal fragment that assembles into the Nup84p subcomplex of the nuclear pore complex_ and an N-terminal fragment of unknown function that is homologous to Nup100p [Saccharomyces cerevisiae], NC_001145 Subunit of the nuclear pore complex _NPC_ that is localized to both sides of the pore; contains a repetitive GLFG motif that interacts with mRNA export factor Mex67p and with karyopherin Kap95p; homologous to Nup100p [Saccharomyces cerevisiae]
OG0000432	6183.Smp_028100.1, 6183.Smp_041390.1	NC_001136 Ubiquitin-conjugating enzyme _E2_ and catalytic subunit of SCF ubiquitin-protein ligase complex _together with Skp1p_ Rbx1p_ Cdc53p_ and an F-box protein_ that regulates cell cycle progression by targeting key substrates for degradation [Saccharomyces cerevisiae]
OG0000433	6183.Smp_028550.1, 6183.Smp_137580.1, 6183.Smp_177200.1	
OG0000434	6183.Smp_029310.1, 6183.Smp_137020.1, 6183.Smp_197450.1	
OG0000435	6183.Smp_029470.1, 6183.Smp_029500.1, 6183.Smp_075220.1	
OG0000436	6183.Smp_029850.1, 6183.Smp_051420.1, 6183.Smp_157760.1	
OG0000437	6183.Smp_030300.4, 6183.Smp_072330.2, 6183.Smp_155740.1	
OG0000438	6183.Smp_030500.1, 6183.Smp_168310.1, 6183.Smp_169570.1	
OG0000439	6183.Smp_031100.1, 6183.Smp_140330.1, 6183.Smp_202480.1	
OG0000440	6183.Smp_032060.1, 6183.Smp_069870.1, 6183.Smp_069880.1	
OG0000441	6183.Smp_032520.1, 6183.Smp_073400.1, 6183.Smp_075280.3	
OG0000442	6183.Smp_033260.2	NC_001141 Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins_ plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate [Saccharomyces cerevisiae], NC_001148 Ubl _ubiquitin-like protein_-specific protease that cleaves Smt3p protein conjugates; specifically required for cell cycle progression; associates with nucleoporins and may interact with septin rings during telophase [Saccharomyces cerevisiae]
OG0000443	6183.Smp_033530.3, 6183.Smp_033540.1, 6183.Smp_140270.1	
OG0000444	6183.Smp_034190.1	NC_001136 Nucleolar protein required for maturation of 18S rRNA_ member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases [Saccharomyces cerevisiae], NC_001147 Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family involved in mRNA export from the nucleus; involved in translation termination [Saccharomyces cerevisiae]
OG0000445	6183.Smp_035430.2, 6183.Smp_165090.1, 6183.Smp_176600.1	
OG0000446	6183.Smp_035730.1, 6183.Smp_138810.1, 6183.Smp_153890.1	
OG0000447	6183.Smp_037210.1, 6183.Smp_125060.1, 6183.Smp_176990.1	
OG0000448	6183.Smp_037230.1, 6183.Smp_149130.1, 6183.Smp_195040.1	
OG0000449	6183.Smp_039600.1, 6183.Smp_137750.1, 6183.Smp_146280.1	
OG0000450	6183.Smp_040510.1, 6183.Smp_102430.1, 6183.Smp_144260.1	
OG0000451	6183.Smp_040540.1	NC_001137 ATPase of the ATP-binding cassette _ABC_ family involved in 40S and 60S ribosome biogenesis_ has similarity to Gcn20p; shuttles from nucleus to cytoplasm_ physically interacts with Tif6p_ Lsg1p [Saccharomyces cerevisiae], NC_001144 Translational elongation factor 3_ stimulates the binding of aminoacyl-tRNA _AA-tRNA_ to ribosomes by releasing EF-1 alpha from the ribosomal complex; contains two ABC cassettes; binds and hydrolyses ATP [Saccharomyces cerevisiae]
OG0000452	6183.Smp_041280.1, 6183.Smp_041350.1, 6183.Smp_131780.1	
OG0000453	6183.Smp_044870.1, 6183.Smp_049580.1, 6183.Smp_145470.1	
OG0000454	6183.Smp_046060.1	NC_001140 Type II myosin heavy chain_ required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively [Saccharomyces cerevisiae], NC_001147 One of two type V myosin motors _along with MYO4_ involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles_ the vacuole_ late Golgi elements_ peroxisomes_ and the mitotic spindle [Saccharomyces cerevisiae]
OG0000455	6183.Smp_047060.1, 6183.Smp_177970.1, 6183.Smp_185160.1	
OG0000456	6183.Smp_047860.1, 6183.Smp_084340.1	NC_001147 DRAP deaminase_ catalyzes the third step of the riboflavin biosynthesis pathway; cytoplasmic tRNA pseudouridine synthase involved in pseudouridylation of cytoplasmic tRNAs at position 32 [Saccharomyces cerevisiae]
OG0000457	6183.Smp_048260.2, 6183.Smp_050590.1, 6183.Smp_063580.2	
OG0000458	6183.Smp_049000.1, 6183.Smp_084540.2, 6183.Smp_126850.2	
OG0000459	6183.Smp_051090.1, 6183.Smp_106260.1, 6183.Smp_203590.1	
OG0000460	6183.Smp_051410.1, 6183.Smp_127930.1, 6183.Smp_130910.1	
OG0000461	6183.Smp_051640.1, 6183.Smp_177670.1, 6183.Smp_212450.1	
OG0000462	6183.Smp_052660.1, 6183.Smp_128940.1, 6183.Smp_150370.1	
OG0000463	6183.Smp_053420.1, 6183.Smp_070630.1, 6183.Smp_070640.1	
OG0000464	6183.Smp_053780.1, 6183.Smp_053790.1	NC_001142 Subunit of tRNA-specific adenosine-34 deaminase_ forms a heterodimer with Tad3p that converts adenosine to inosine at the wobble position of several tRNAs [Saccharomyces cerevisiae]
OG0000465	6183.Smp_054360.1, 6183.Smp_054410.1, 6183.Smp_151260.1	
OG0000466	6183.Smp_054790.2, 6183.Smp_176010.1	NC_001144 Microtubule-associated protein _MAP_ of the XMAP215/Dis1 family; regulates microtubule dynamics during spindle orientation and metaphase chromosome alignment; interacts with spindle pole body component Spc72p [Saccharomyces cerevisiae]
OG0000467	6183.Smp_056060.1, 6183.Smp_056080.1, 6183.Smp_194740.1	
OG0000468	6183.Smp_056890.1, 6183.Smp_120080.2, 6183.Smp_152710.2	
OG0000469	6183.Smp_057020.1, 6183.Smp_152720.1, 6183.Smp_152770.1	
OG0000470	6183.Smp_058690.1, 6183.Smp_058700.1, 6183.Smp_124360.1	
OG0000471	6183.Smp_061250.1, 6183.Smp_137000.1	NC_001134 Mitochondrial pyrimidine nucleotide transporter; imports pyrimidine nucleoside triphosphates and exports pyrimidine nucleoside monophosphates; member of the mitochondrial carrier family [Saccharomyces cerevisiae]
OG0000472	6183.Smp_062260.2, 6183.Smp_095810.1, 6183.Smp_207070.1	
OG0000473	6183.Smp_062920.1, 6183.Smp_146390.1, 6183.Smp_211030.1	
OG0000474	6183.Smp_063190.1, 6183.Smp_146790.1, 6183.Smp_156200.1	
OG0000475	6183.Smp_064860.1, 6183.Smp_151350.1, 6183.Smp_165540.1	
OG0000476	6183.Smp_065610.1, 6183.Smp_156360.1	NC_001133 Pyruvate kinase_ functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate_ the input for aerobic _TCA cycle_ or anaerobic _glucose fermentation_ respiration [Saccharomyces cerevisiae]
OG0000477	6183.Smp_066410.1, 6183.Smp_104330.1, 6183.Smp_212190.1	
OG0000478	6183.Smp_067480.3, 6183.Smp_067490.1, 6183.Smp_136640.1	
OG0000479	6183.Smp_067520.1, 6183.Smp_080420.1, 6183.Smp_118960.1	
OG0000480	6183.Smp_067810.1, 6183.Smp_141380.1	NC_001148 Protein kinase involved in regulating diverse events including vesicular trafficking_ DNA repair_ and chromosome segregation; binds the CTD of RNA pol II; homolog of mammalian casein kinase 1delta _CK1delta_ [Saccharomyces cerevisiae]
OG0000481	6183.Smp_068170.1, 6183.Smp_070390.1, 6183.Smp_140580.1	
OG0000482	6183.Smp_068180.1, 6183.Smp_128860.1, 6183.Smp_159060.1	
OG0000483	6183.Smp_068530.1, 6183.Smp_144990.1, 6183.Smp_147000.1	
OG0000484	6183.Smp_069170.1, 6183.Smp_170590.1, 6183.Smp_176100.1	
OG0000485	6183.Smp_072320.1, 6183.Smp_094680.1, 6183.Smp_106930.1	
OG0000486	6183.Smp_072450.1, 6183.Smp_161500.1, 6183.Smp_164730.1	
OG0000487	6183.Smp_072980.1, 6183.Smp_149500.1, 6183.Smp_166210.1	
OG0000488	6183.Smp_073220.1, 6183.Smp_146320.1, 6183.Smp_172060.1	
OG0000489	6183.Smp_073620.1, 6183.Smp_129210.1	NC_001139 Cytoplasmic tyrosyl-tRNA synthetase_ required for cytoplasmic protein synthesis; interacts with positions 34 and 35 of the tRNATyr anticodon; mutations in human ortholog YARS are associated with Charcot-Marie-Tooth _CMT_ neuropathies [Saccharomyces cerevisiae]
OG0000490	6183.Smp_074430.1, 6183.Smp_121930.2, 6183.Smp_162320.1	
OG0000491	6183.Smp_074470.1, 6183.Smp_095590.1, 6183.Smp_167760.1	
OG0000492	6183.Smp_075060.1, 6183.Smp_162660.1	NC_001140 Glutamine-dependent NAD_+_ synthetase_ essential for the formation of NAD_+_ from nicotinic acid adenine dinucleotide [Saccharomyces cerevisiae]
OG0000493	6183.Smp_075690.1, 6183.Smp_165720.1, 6183.Smp_165840.1	
OG0000494	6183.Smp_075790.1, 6183.Smp_075800.1, 6183.Smp_179170.1	
OG0000495	6183.Smp_076520.1, 6183.Smp_126920.1, 6183.Smp_158190.1	
OG0000496	6183.Smp_076550.1, 6183.Smp_086450.1, 6183.Smp_171830.1	
OG0000497	6183.Smp_076950.1, 6183.Smp_159740.1, 6183.Smp_159760.1	
OG0000498	6183.Smp_077020.1, 6183.Smp_162620.1	NC_001148 Essential 18S rRNA dimethylase _dimethyladenosine transferase__ responsible for conserved m6_2_Am6_2_A dimethylation in 3'-terminal loop of 18S rRNA_ part of 90S and 40S pre-particles in nucleolus_ involved in pre-ribosomal RNA processing [Saccharomyces cerevisiae]
OG0000499	6183.Smp_077810.1, 6183.Smp_172000.1, 6183.Smp_188800.1	
OG0000500	6183.Smp_078040.1, 6183.Smp_192110.1	NC_001138 Beta-tubulin; associates with alpha-tubulin _Tub1p and Tub3p_ to form tubulin dimer_ which polymerizes to form microtubules [Saccharomyces cerevisiae]
OG0000501	6183.Smp_079280.1, 6183.Smp_120330.1, 6183.Smp_180050.1	
OG0000502	6183.Smp_079650.1, 6183.Smp_094380.1, 6183.Smp_128600.1	
OG0000503	6183.Smp_079730.1, 6183.Smp_170230.1	NC_001139 Cleavage and polyadenylation factor I _CF I_ component involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p [Saccharomyces cerevisiae]
OG0000504	6183.Smp_079770.1, 6183.Smp_179230.1, 6183.Smp_205750.1	
OG0000505	6183.Smp_079860.2, 6183.Smp_157930.1, 6183.Smp_173790.1	
OG0000506	6183.Smp_080700.3, 6183.Smp_090240.1, 6183.Smp_210130.1	
OG0000507	6183.Smp_082490.1	NC_001136 B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2_ then targeted for ubiquitin-mediated degradation [Saccharomyces cerevisiae], NC_001148 B-type cyclin involved in DNA replication during S phase; activates Cdc28p to promote initiation of DNA synthesis; functions in formation of mitotic spindles along with Clb3p and Clb4p; most abundant during late G1 phase [Saccharomyces cerevisiae]
