Orthogroup	protein_mansoni	resultado_cel	resultado_dme	resultado_sce
OG0000470	6183.Smp_041770.1	NP_499080.3, NP_499081.1, NP_499082.1	AAF51819.2, AAF58140.2	NP_013943.1
OG0000471	6183.Smp_042390.1, 6183.Smp_178890.1	NP_498593.1	AAF51380.1, NP_477228.1, NP_608598.1	NP_012891.4
OG0000472	6183.Smp_043100.1, 6183.Smp_053940.1	NP_500325.1, NP_500326.2	AAF56800.2, NP_476807.1, NP_524543.1	
OG0000473	6183.Smp_044550.8	NP_491627.2, NP_498548.1, NP_505632.1, NP_505633.1, NP_510825.1	AAF57942.2	
OG0000474	6183.Smp_045710.1	NP_495206.2, NP_495337.1, NP_504236.2, NP_505022.2	AAF58977.2	NP_013125.1
OG0000475	6183.Smp_046180.1, 6183.Smp_122730.1, 6183.Smp_122770.1, 6183.Smp_182200.1, 6183.Smp_186690.1	NP_497098.2	AAF45915.1	
OG0000476	6183.Smp_046430.1, 6183.Smp_074400.1, 6183.Smp_139020.1	NP_493434.3	AAF50748.2, NP_524140.2	NP_013950.1
OG0000477	6183.Smp_046600.1, 6183.Smp_183710.1	NP_505817.1, NP_505818.1, NP_508841.1	NP_511052.1	NP_116614.1
OG0000478	6183.Smp_047850.1, 6183.Smp_089730.1, 6183.Smp_147340.1, 6183.Smp_147740.1, 6183.Smp_154130.1, 6183.Smp_171110.1, 6183.Smp_173160.1			
OG0000479	6183.Smp_047860.1, 6183.Smp_084340.1	NP_493778.1	AAF52959.2, AAF52961.2	NP_010248.1, NP_014575.1
OG0000480	6183.Smp_048430.1	NP_497740.1, NP_498971.1, NP_501085.3	AAF46354.1, NP_524216.1	NP_015234.1
OG0000481	6183.Smp_049140.1	NP_508025.1	AAF46792.1, AAF46793.1, NP_609753.1, NP_611635.1	NP_013740.1
OG0000482	6183.Smp_050830.1	NP_498783.1, NP_501999.2	AAF48627.1, AAF49933.1, NP_611178.1	NP_012264.3
OG0000483	6183.Smp_051990.1, 6183.Smp_139810.1, 6183.Smp_149990.1	NP_494993.2, NP_495697.2	AAF57447.1, AAF57449.2	
OG0000484	6183.Smp_052460.1, 6183.Smp_150270.1	NP_499309.1, NP_502412.1	AAF49858.1, NP_523655.1	NP_010150.1
OG0000485	6183.Smp_053300.1, 6183.Smp_053390.1, 6183.Smp_194870.1	NP_492641.1, NP_501203.2	NP_478143.1	NP_009563.1
OG0000486	6183.Smp_053900.1, 6183.Smp_134300.1	NP_508409.1	AAF46407.1, AAF58500.2, NP_523924.1, NP_525081.1	
OG0000487	6183.Smp_054360.1, 6183.Smp_054410.1, 6183.Smp_151260.1	NP_491663.1	NP_476637.1	NP_010729.3, NP_013690.1
OG0000488	6183.Smp_054540.1	NP_496438.1, NP_507526.1, NP_507528.1	AAF57623.2, NP_610233.1	NP_010932.1
OG0000489	6183.Smp_056700.1	NP_492502.2, NP_496302.2	AAF50284.1, NP_572327.1, NP_608725.1, NP_611511.3	
OG0000490	6183.Smp_057060.1	NP_495409.3, NP_496090.1, NP_501606.1, NP_501607.2	AAF56990.1	NP_009538.1
OG0000491	6183.Smp_059570.1	NP_492856.1	AAF45904.1, AAF46703.3, AAF46704.1, AAF57577.2, AAF57675.3	
OG0000492	6183.Smp_060420.1, 6183.Smp_134830.1	NP_492518.2, NP_493393.1	AAF55899.2, NP_612087.1	NP_012710.1
OG0000493	6183.Smp_062980.1, 6183.Smp_095630.1, 6183.Smp_100080.1, 6183.Smp_174190.1	NP_510445.1	NP_511054.4, NP_524500.1	
OG0000494	6183.Smp_063340.1, 6183.Smp_063380.1	NP_502580.2, NP_502581.2, NP_502582.2	AAF50274.1	NP_011724.1
OG0000495	6183.Smp_064150.1	NP_501223.1, NP_506621.1	NP_477221.1, NP_609093.1, NP_609380.1	NP_014743.1
OG0000496	6183.Smp_065610.1	NP_492458.1, NP_492459.1, NP_502029.1	AAF55979.3	NP_009362.1, NP_014992.3
OG0000497	6183.Smp_066760.2, 6183.Smp_198990.1	NP_491559.1, NP_491560.1	AAF46416.1, NP_523413.1, NP_609013.1	
OG0000498	6183.Smp_067480.3, 6183.Smp_067490.1, 6183.Smp_136640.1	NP_491447.3	AAF45393.1, NP_610592.1	NP_011572.2
OG0000499	6183.Smp_067810.1	NP_497818.1, NP_510533.3	AAF53630.2, NP_511140.1, NP_524602.1	NP_015120.1
OG0000500	6183.Smp_067980.4, 6183.Smp_068000.1	NP_494130.2, NP_502065.1	P25867.1	NP_009638.1, NP_010344.1
OG0000501	6183.Smp_069170.1	NP_509095.2, NP_509096.2	AAF47754.1, AAF51612.1	NP_013970.1, NP_014961.3
OG0000502	6183.Smp_070610.2, 6183.Smp_095470.1	NP_501179.1, NP_502248.2	AAF55993.2, NP_609364.1	NP_012160.2
OG0000503	6183.Smp_071150.1, 6183.Smp_147220.1	NP_499838.2, NP_499839.2, NP_508289.1	AAF47887.2	NP_011982.1
OG0000504	6183.Smp_076520.1, 6183.Smp_126920.1, 6183.Smp_158190.1	NP_510442.2	AAF47516.2, AAF52840.2	NP_012977.3
OG0000505	6183.Smp_077540.1, 6183.Smp_084610.1	NP_493684.1, NP_509498.4	NP_477388.1, NP_611080.1	NP_010192.1
OG0000506	6183.Smp_078280.1	NP_496330.1, NP_509583.1	AAF47423.1, NP_569914.2	NP_013386.1, NP_014823.3
OG0000507	6183.Smp_078780.1, 6183.Smp_085110.2	NP_492046.1, NP_500366.1, NP_501797.1	AAF52003.2, NP_477307.1	
OG0000508	6183.Smp_078930.1, 6183.Smp_143800.1, 6183.Smp_160360.1	NP_499043.1, NP_505873.2	AAF57986.2, AAF59327.4	
OG0000509	6183.Smp_079450.1	NP_497284.1, NP_510011.1, NP_510012.2, NP_510521.1	AAF49444.1	NP_015517.1
OG0000510	6183.Smp_079860.2, 6183.Smp_173790.1	NP_502091.1, NP_503057.2, NP_508937.1	NP_610546.1	NP_014818.1
OG0000511	6183.Smp_081620.1	NP_498654.1, NP_498695.1	AAD19795.1, AAF55355.2, NP_476693.1, NP_536748.1	
OG0000512	6183.Smp_082620.1	NP_492582.1	AAF50072.2, AAF57923.1, AAF57924.2, NP_611175.1	NP_012651.1
OG0000513	6183.Smp_083540.1, 6183.Smp_180520.1	NP_491531.2, NP_499753.1	AAF46997.2, NP_523489.1	NP_012644.1
OG0000514	6183.Smp_083740.1, 6183.Smp_134950.1, 6183.Smp_136850.2	NP_498986.3, NP_508066.1	AAF45414.1	NP_014900.3
OG0000515	6183.Smp_085300.1	NP_494932.1, NP_494933.1	AAF46972.1, NP_477134.1	NP_013162.1, NP_116619.1
OG0000516	6183.Smp_086130.1, 6183.Smp_162500.1, 6183.Smp_162510.1, 6183.Smp_168980.1, 6183.Smp_168990.1, 6183.Smp_169010.1, 6183.Smp_192570.1			
OG0000517	6183.Smp_086690.1	NP_509322.2, NP_509682.1, NP_509683.1	AAF45364.1, NP_477162.1, NP_477353.1	
OG0000518	6183.Smp_087320.1	NP_499619.1, NP_505926.2, NP_505927.2	AAF48194.2	NP_010435.1, NP_013237.1
OG0000519	6183.Smp_088650.1	NP_498235.1, NP_501336.1	NP_476955.1, NP_524631.1	NP_010089.1, NP_010144.1
OG0000520	6183.Smp_094090.1	NP_508739.4, NP_508741.2, NP_508742.1, NP_508743.4, NP_508744.1	AAF57543.2	
OG0000521	6183.Smp_094890.1, 6183.Smp_145770.1, 6183.Smp_173570.1	NP_492140.1	AAF45386.1, AAF55832.1	NP_009819.1
OG0000522	6183.Smp_095360.1	NP_491926.1, NP_491928.1, NP_503562.1, NP_506440.1, NP_506444.2	AAF54655.2	
OG0000523	6183.Smp_097110.1, 6183.Smp_137970.1	NP_497691.1, NP_501475.1	AAF47343.2, NP_610266.1	NP_015356.1
OG0000524	6183.Smp_098710.1	NP_508652.1, NP_508653.1, NP_508654.1	AAF55938.1, AAF55939.1, AAF58400.1	
OG0000525	6183.Smp_103160.2	NP_498568.1, NP_508993.2	AAF59061.2	NP_012257.1, NP_013974.1, NP_014962.3
OG0000526	6183.Smp_104390.1, 6183.Smp_140170.1, 6183.Smp_144880.1	NP_508457.3	AAF45845.2, AAF45847.2, AAF59042.1	
OG0000527	6183.Smp_105330.1	NP_497866.2, NP_497867.2	AAF49037.2, AAF49617.2, NP_610828.2	NP_013229.1
OG0000528	6183.Smp_123300.1, 6183.Smp_155050.1	NP_495384.3, NP_509920.3	AAF50420.1, AAF58158.2, NP_611024.2	
OG0000529	6183.Smp_126260.1, 6183.Smp_141950.1	NP_501939.1	AAF48622.1, AAF48623.4, AAF57105.3	NP_013537.1
OG0000530	6183.Smp_126740.1, 6183.Smp_156890.1, 6183.Smp_158720.1	NP_491915.2	AAF50183.1, AAF56841.1	NP_011432.1
OG0000531	6183.Smp_128640.1, 6183.Smp_146640.1, 6183.Smp_155520.1, 6183.Smp_155540.1, 6183.Smp_160150.1	NP_509833.3	AAF56394.2	
OG0000532	6183.Smp_130430.1, 6183.Smp_205840.1	NP_504260.1, NP_504261.1	NP_477418.1, NP_477463.1	NP_010451.3
OG0000533	6183.Smp_130650.1, 6183.Smp_137040.1	NP_495842.1, NP_499392.1	AAF50332.1, NP_611896.1	NP_011374.1
OG0000534	6183.Smp_131940.1	NP_494383.2, NP_494384.2, NP_495218.2, NP_495219.1, NP_495662.2	P18502.2	
OG0000535	6183.Smp_133600.1	NP_499841.1, NP_499842.1, NP_499843.1, NP_499844.1	AAF50300.2	NP_012889.3
OG0000536	6183.Smp_134330.1, 6183.Smp_199640.1	NP_491329.2, NP_499250.1, NP_505890.1, NP_509971.2	AAF48235.1	
OG0000537	6183.Smp_134440.2	NP_496968.1	AAF54859.1, AAF58000.3, AAF58001.4, XP_081224.1	NP_012896.1
OG0000538	6183.Smp_135490.1, 6183.Smp_151290.1, 6183.Smp_162110.1	NP_505208.1	AAF55781.2	NP_010625.1, NP_011897.1
OG0000539	6183.Smp_135790.1, 6183.Smp_171650.1	NP_495155.4, NP_503037.2	NP_477322.1, NP_611965.2	NP_009506.1
OG0000540	6183.Smp_135870.1	NP_502420.2, NP_502421.1, NP_502422.1	AAF52300.1, AAF52302.4	NP_009961.2
OG0000541	6183.Smp_136210.1	NP_492941.2, NP_506092.1	AAF49080.2, AAF50537.1, AAF54543.1	NP_011596.1
OG0000542	6183.Smp_136260.2	NP_496479.1, NP_496480.1, NP_502156.1	AAF56785.1, NP_524671.1	NP_012818.1
OG0000543	6183.Smp_136320.1	NP_495248.1, NP_503108.1, NP_507796.1, NP_507797.1	AAF51815.1, NP_611317.1	
OG0000544	6183.Smp_137520.1	NP_492318.1, NP_493968.1, NP_495741.2	AAF54364.1	NP_011009.1, NP_012704.1
OG0000545	6183.Smp_138620.1, 6183.Smp_168650.1	NP_492995.1, NP_492996.1, NP_492998.1	AAF58317.1, AAF58318.1	
OG0000546	6183.Smp_139110.1, 6183.Smp_154020.1	NP_500898.1, NP_500899.2, NP_500900.2, NP_500901.2	AAF59369.2	
OG0000547	6183.Smp_139400.1, 6183.Smp_144280.1	NP_491636.1, NP_491637.2, NP_491638.1, NP_491639.2	AAF54393.1	
OG0000548	6183.Smp_139520.1, 6183.Smp_141030.1	NP_502802.2, NP_502803.3, NP_502804.1	AAF51441.1, AAF55374.2	
OG0000549	6183.Smp_142190.1, 6183.Smp_159890.1	NP_501935.1, NP_510625.2	AAF45513.3, AAF45514.2, AAF48652.3	
OG0000550	6183.Smp_142990.1, 6183.Smp_166150.1	NP_499937.1, NP_510710.2, NP_510711.2	NP_477313.1	NP_010765.3
OG0000551	6183.Smp_143650.1, 6183.Smp_143660.1	NP_500550.1, NP_500552.1	AAF58611.2, AAF58612.1	NP_013207.1
OG0000552	6183.Smp_143830.1	NP_502367.3, NP_509509.1	AAF46943.3, NP_524723.2, NP_611906.1	NP_009597.2
OG0000553	6183.Smp_144180.1	NP_498039.1, NP_498040.1, NP_498041.1	AAF45425.1, AAF55041.2	NP_011987.1
OG0000554	6183.Smp_146330.1	NP_501213.1, NP_503125.2, NP_503126.2, NP_506752.1	NP_476852.1	NP_015055.1
OG0000555	6183.Smp_147430.1, 6183.Smp_153780.1	NP_492017.3, NP_505244.1	AAF59325.2, AAF59326.3, AAF59382.3	
OG0000556	6183.Smp_149630.1, 6183.Smp_197020.1	NP_505173.2, NP_505174.3, NP_505175.2	AAF52045.2	NP_015128.1
OG0000557	6183.Smp_149640.1, 6183.Smp_155460.1, 6183.Smp_194810.1	NP_493599.2	AAF57591.1, AAF57593.1, Q9V8R9.1	
OG0000558	6183.Smp_150370.1	NP_492720.3, NP_500810.1, NP_509674.2	AAF59081.3, AAF59082.3, P91685.2	
OG0000559	6183.Smp_151350.1, 6183.Smp_165540.1	NP_491781.2	AAF56341.1, NP_477441.1	NP_009986.1, NP_010606.1
OG0000560	6183.Smp_151860.1	NP_501250.2, NP_501251.2, NP_501252.1, NP_501253.1, NP_501254.1	AAF52015.2	
OG0000561	6183.Smp_152180.1, 6183.Smp_171850.1, 6183.Smp_200020.1	NP_497796.1	NP_572609.1, NP_572882.1	NP_009504.1
OG0000562	6183.Smp_152200.1	NP_496197.2, NP_498972.1, NP_503446.1	NP_476633.1, NP_524547.1	NP_013750.1
OG0000563	6183.Smp_153710.1, 6183.Smp_199070.1	NP_491202.1, NP_502531.1	NP_523565.2	NP_010127.1, NP_014551.1
OG0000564	6183.Smp_156580.1	NP_508684.4	AAF53777.1, AAF58429.3, NP_477139.1, NP_477341.2, NP_610834.2	
OG0000565	6183.Smp_157080.1	NP_495181.2, NP_495182.2, NP_506971.2, NP_506972.1, NP_510857.2	AAF46795.1	
OG0000566	6183.Smp_162210.1	NP_499879.1	AAF48027.2, AAF51184.1, AAF58796.2, AAF58797.1	NP_009489.1
OG0000567	6183.Smp_163050.1	NP_501665.1, NP_509875.1	AAF50434.1	NP_010217.1, NP_013275.1, NP_014389.3
OG0000568	6183.Smp_163130.1	NP_492451.2, NP_509429.1	NP_609669.1, NP_610053.1	NP_010392.1, NP_013184.1
OG0000569	6183.Smp_166290.1	NP_497617.1	AAF51115.1, AAF51969.1, NP_573079.1	NP_012113.1, NP_015173.1
OG0000570	6183.Smp_167660.1	NP_500391.1, NP_500392.1, NP_510848.1	AAF49732.1	NP_010974.1, NP_012219.3
OG0000571	6183.Smp_170080.1	NP_497877.1, NP_499000.2, NP_499253.2, NP_510473.2	NP_524150.1, NP_524410.2	
OG0000572	6183.Smp_175550.1	NP_496385.1, NP_500964.1	AAF46688.1, AAF47567.1	NP_012411.1, NP_012556.2
OG0000573	6183.Smp_176770.1, 6183.Smp_211000.1	NP_493307.3, NP_509219.1	AAF52522.1, AAF52524.5, NP_608489.2	
OG0000574	6183.Smp_181090.1, 6183.Smp_211190.1	NP_491647.3, NP_501789.1	NP_608464.1, NP_611335.1	NP_014548.1
OG0000575	6183.Smp_181350.1, 6183.Smp_181360.1	NP_493260.1, NP_498924.1, NP_498925.1	AAF49884.1	NP_014156.2
OG0000576	6183.Smp_210300.1, 6183.Smp_210310.1	NP_500554.1, NP_508078.1	NP_511063.1	NP_011830.1, NP_013055.1
OG0000577	6183.Smp_210320.1	NP_508223.2	AAF53726.1, NP_609920.1	NP_013038.1, NP_014054.3, NP_015050.1
OG0000578	6183.Smp_212360.1	NP_491847.2	AAF51119.5	NP_010613.1, NP_011948.1, NP_013173.1, NP_116611.1
OG0000579	6183.Smp_900070.1	NP_006958.1	NP_008288.1	NP_009315.1, NP_009316.1, NP_009317.1, NP_009318.1
OG0000580		NP_504195.2, NP_505991.1, NP_505992.1		NP_009703.3, NP_013800.1, NP_014032.1, NP_014555.1
OG0000581		NP_491501.1, NP_496251.1	AAF57327.2, NP_476968.1, NP_608915.2, P47947.2, P47949.2	
OG0000582		NP_499119.1, NP_508036.1, NP_510603.2	AAD38617.1, AAF46223.1, NP_523802.1, NP_523803.1	
OG0000583		NP_497158.3, NP_501086.1, NP_501171.2, NP_502280.2, NP_507173.1, NP_507738.1	NP_476700.1	
OG0000584		NP_509186.3	AAF54494.2, AAF55984.2, AAF56666.2, AAF57140.2, AAF57141.2, AAF57142.3	
OG0000585		NP_492889.1, NP_492890.2, NP_500500.1, NP_500501.1, NP_500502.1, NP_506646.1		NP_012634.3
OG0000586		NP_491535.1, NP_491579.1, NP_492045.1, NP_495151.3, NP_495153.1, NP_496277.1, NP_496751.1		
OG0000587		NP_497035.3, NP_510831.2	NP_608827.1, NP_609113.1, NP_609114.1	NP_009684.1, NP_010359.1
OG0000588		NP_492529.2, NP_494371.1, NP_500555.2, NP_500642.2, NP_508956.4, NP_508957.2, NP_510003.2		
OG0000589		NP_509211.2, NP_509688.1, NP_509953.1, NP_510026.1, NP_510198.1, NP_510350.2, NP_510698.2		
OG0000590		NP_495500.1, NP_495501.1, NP_495516.2, NP_497009.1, NP_497012.1, NP_503155.4	NP_609171.1	
OG0000591		NP_500052.1, NP_500053.1, NP_500054.1, NP_500108.1, NP_502148.2, NP_502191.1, NP_503877.1		
OG0000592		NP_493251.1, NP_495532.2, NP_498173.1, NP_500784.1, NP_501467.3, NP_505680.2	AAF56374.1	
OG0000593		NP_503825.2, NP_503826.2, NP_507653.2, NP_507709.1, NP_507710.1, NP_507711.1, NP_507712.1		
OG0000594		NP_495168.1, NP_495795.1, NP_496771.1, NP_505746.2, NP_506408.1, NP_508618.2, NP_510554.2		
OG0000595		NP_494867.1, NP_494877.1, NP_501462.1, NP_505979.1, NP_506242.2, NP_506671.2, NP_506674.2		
OG0000596		NP_490857.1, NP_499006.1, NP_503671.3, NP_503673.2, NP_503701.1, NP_503889.1, NP_504894.1		
OG0000597		NP_495217.2, NP_499908.2, NP_499910.1	AAF49351.1, AAF54562.5, AAF54717.4, AAF55082.3	
OG0000598		NP_496546.2, NP_503443.1, NP_505338.1, NP_505339.2, NP_505340.1, NP_505341.1, NP_505858.2		
OG0000599		NP_494213.2	AAF50548.1, AAF50560.2, AAF50561.2, AAF50562.1, AAF50563.3, AAF50565.1	
OG0000600		NP_505506.2, NP_508793.1	AAF48383.1, AAF49456.1, AAF57114.3, AAF58974.3, AAF58975.2	
OG0000601		NP_492074.1, NP_492107.2, NP_497441.2, NP_497442.2, NP_500166.3, NP_504469.1, NP_510079.2		
OG0000602		NP_492607.1, NP_495534.3, NP_495535.2, NP_497073.1, NP_497074.1, NP_501775.1, NP_504215.1		
OG0000603		NP_494611.1, NP_495059.2, NP_498317.1, NP_499286.2, NP_499287.2, NP_499441.1, NP_499506.2		
OG0000604		NP_491472.1, NP_491533.2	AAF45409.3, AAF46361.3, AAF56301.2, AAF56302.2, NP_524483.1	
OG0000605		NP_502887.1, NP_504228.2, NP_506566.1, NP_508965.1, NP_509685.2, NP_509865.1, NP_509866.2		
OG0000606		NP_493107.1, NP_493133.2, NP_493157.2, NP_503575.2, NP_504280.2, NP_507102.1	NP_611886.1	
OG0000607		NP_499816.2	AAF54075.1, AAF54145.2, AAF54146.1, AAF54147.1, AAF54149.3, AAF54577.1	
OG0000608		NP_495793.2, NP_496305.1	AAF45580.2, AAF48381.2, AAF55763.1, NP_610868.1	NP_011842.1
OG0000609		NP_497813.1, NP_506587.2, NP_506588.2, NP_506589.2, NP_506590.2, NP_506591.1, NP_508027.2		
OG0000610		NP_491854.2, NP_502137.1, NP_503548.2	AAF54166.2, AAF54167.1	NP_009672.1, NP_013132.1
OG0000611			AAF52648.2, AAF53736.4, AAF53737.1, AAF54656.2, AAF55707.2, AAF58947.3, NP_610079.2	
OG0000612			AAF48136.3, AAF54768.2, AAF54769.4, AAF54770.3, AAF54850.4, AAF55065.2, Q9VHP4.2	
OG0000613			AAF55281.1, AAF55282.1, AAF55286.3, AAF56270.1, AAF56271.1, AAF56273.2, NP_611451.1	
OG0000614			AAF46273.1, AAF46277.2, AAF46279.1, AAF46280.1, AAF46281.3, AAF48158.2, AAF54949.2	
OG0000615			AAF52692.2, AAF54798.2, AAF54799.3, AAF55342.2, AAF55343.2, AAF55344.2, AAF56838.2	
OG0000616			AAF45650.3, AAF45651.2, AAF48332.2, AAF48333.4, AAF55562.2, AAF55563.2, AAF58781.4	
OG0000617			AAF46329.2, AAF49908.2, AAF50662.1, AAF50676.1, AAF50677.2, AAF50679.2, NP_477297.1	
OG0000618				NP_012702.1, NP_013049.1, NP_013315.1, NP_014458.1, NP_014489.2, NP_015026.1, NP_015029.1
OG0000619				NP_009852.3, NP_009864.1, NP_010404.1, NP_011740.3, NP_013031.3, NP_013806.1, NP_015524.1
OG0000620				NP_009562.1, NP_011654.1, NP_011914.1, NP_013072.1, NP_014453.3, NP_014916.1, NP_015482.1
OG0000621				NP_010032.1, NP_010038.1, NP_012689.1, NP_014068.1, NP_014477.1, NP_116598.1, NP_116599.1
OG0000622				NP_009333.1, NP_009957.1, NP_011579.1, NP_011776.1, NP_012100.1, NP_014479.1, NP_014480.1
OG0000623	6183.Smp_000100.1, 6183.Smp_156590.1, 6183.Smp_198050.1	NP_499911.1, NP_499912.1	AAF55390.4	
OG0000624	6183.Smp_000710.1	NP_499162.2, NP_499163.2	AAF56066.1	NP_009486.3, NP_011024.1
OG0000625	6183.Smp_001030.1, 6183.Smp_142030.1	NP_499637.2, NP_499638.1	AAF55864.2	NP_011400.1
OG0000626	6183.Smp_001900.1, 6183.Smp_121960.1, 6183.Smp_148020.1	NP_500276.2, NP_501349.2	NP_511090.1	
OG0000627	6183.Smp_001980.1, 6183.Smp_125600.1	NP_508524.2, NP_508525.3	NP_523386.1, NP_523387.1	
OG0000628	6183.Smp_002180.1	NP_495336.1	AAF51481.1, NP_476853.1	NP_010538.1, NP_015288.1
OG0000629	6183.Smp_002960.1	NP_497842.1	NP_476982.1	NP_009926.1, NP_014397.1, NP_076878.1
OG0000630	6183.Smp_003980.1, 6183.Smp_089460.2	NP_498740.2, NP_498741.3	AAF50189.2, NP_477047.1	
OG0000631	6183.Smp_005390.2	NP_496454.1, NP_496455.2, NP_500306.1	NP_611460.1	NP_010895.1
OG0000632	6183.Smp_005500.1	CAC42368.1, NP_499721.3, NP_499722.2	AAF57964.3, AAF57966.2	
OG0000633	6183.Smp_006440.1, 6183.Smp_051530.1, 6183.Smp_149700.1	NP_495411.2, NP_495412.1	NP_476731.1	
OG0000634	6183.Smp_006930.1, 6183.Smp_014260.1, 6183.Smp_014280.1, 6183.Smp_200450.1		AAF52606.2, NP_476901.1	
OG0000635	6183.Smp_007730.1, 6183.Smp_154160.1	NP_498282.1, NP_509703.1	NP_477296.1	NP_009513.1
OG0000636	6183.Smp_007760.1, 6183.Smp_130540.1	NP_491690.2	AAF48262.2	NP_010396.1, NP_013190.1
OG0000637	6183.Smp_008310.1	NP_499283.1	AAF54585.1, AAF54602.2	NP_012781.1, NP_013836.1
OG0000638	6183.Smp_008360.1, 6183.Smp_008400.1	NP_502104.1	AAF49852.1, AAF54757.2	NP_012639.1
OG0000639	6183.Smp_008610.1	NP_498817.1, NP_499061.2, NP_499062.1, NP_509604.1	AAF55486.1	
OG0000640	6183.Smp_009600.1	NP_491036.1, NP_498770.1, NP_501196.1	P52304.2	NP_013714.1
OG0000641	6183.Smp_009630.1, 6183.Smp_210120.1	NP_504420.1, NP_505958.1	AAF59147.3, NP_476733.1	
OG0000642	6183.Smp_009810.1, 6183.Smp_037720.1, 6183.Smp_127370.1, 6183.Smp_154670.1, 6183.Smp_154680.1, 6183.Smp_187360.1			
OG0000643	6183.Smp_010110.1	NP_495728.1	AAF52133.1, AAF56682.1, NP_570059.2, NP_572456.1	
OG0000644	6183.Smp_012600.1, 6183.Smp_128930.1, 6183.Smp_143470.2	NP_504748.1, NP_504749.2	NP_523388.1	
OG0000645	6183.Smp_012750.1	NP_502542.1, NP_502543.1	NP_524819.1	NP_010706.3, NP_010860.1
OG0000646	6183.Smp_013040.2, 6183.Smp_136730.1	NP_510191.1	AAF23824.1, AAF58249.1	NP_015171.1
OG0000647	6183.Smp_013790.1, 6183.Smp_133120.2	NP_506478.1	AAF50635.2, AAF51926.2	NP_014287.3
OG0000648	6183.Smp_015070.1	NP_505171.1, NP_508412.1	AAF53555.2, NP_523585.2	NP_015361.1
OG0000649	6183.Smp_015710.1	NP_491529.2, NP_491530.1, NP_500893.2	AAF48962.2	NP_012380.1
OG0000650	6183.Smp_015860.1	NP_498574.2, NP_499549.1	NP_477002.1, NP_477003.1	NP_012729.1
OG0000651	6183.Smp_017010.4	NP_495729.1	AAF56194.2, NP_524640.3	NP_011466.1, NP_011678.3
OG0000652	6183.Smp_017430.1, 6183.Smp_075720.1, 6183.Smp_142230.1, 6183.Smp_173150.1, 6183.Smp_176870.1, 6183.Smp_181530.1			
OG0000653	6183.Smp_017980.1, 6183.Smp_142960.1	NP_496011.1	AAF48781.4, AAF51668.1	NP_014593.1
OG0000654	6183.Smp_018690.1, 6183.Smp_118040.1, 6183.Smp_132410.1	NP_509725.2	AAF49074.2, AAF49075.1	
OG0000655	6183.Smp_018760.1	NP_505507.1, NP_505508.1, NP_508105.2	AAD38600.1	NP_009788.3
OG0000656	6183.Smp_019170.1, 6183.Smp_156290.1	NP_502032.2	NP_523486.1	NP_012653.1, NP_013901.1
OG0000657	6183.Smp_020550.1, 6183.Smp_146950.1, 6183.Smp_159420.1, 6183.Smp_179370.1, 6183.Smp_208030.1	NP_497048.1		
OG0000658	6183.Smp_021730.1, 6183.Smp_066200.1	NP_492601.1	NP_609047.1, XP_079361.1	NP_011328.1
OG0000659	6183.Smp_022340.1, 6183.Smp_157310.1	NP_501533.2, NP_501534.2	AAF58105.2, AAF58107.5	
OG0000660	6183.Smp_023530.1	NP_501422.1	AAF45565.3, AAF56755.2, NP_477128.1	NP_012974.1
OG0000661	6183.Smp_024360.1	NP_505722.1	AAF45820.2, AAF57243.1, NP_612023.1	NP_015262.1
OG0000662	6183.Smp_025010.1	NP_492254.1, NP_492255.1	NP_477407.1, NP_511131.3	NP_014682.1
OG0000663	6183.Smp_025700.1, 6183.Smp_169940.1	NP_506895.1	AAF46395.1	NP_011754.3, NP_012028.1
OG0000664	6183.Smp_026420.1	NP_497601.1, NP_503830.2, NP_505623.1	AAF51977.1, NP_569899.3	
OG0000665	6183.Smp_029820.1	NP_491944.2, NP_502571.1	NP_523764.1	NP_010670.3, NP_014603.1
OG0000666	6183.Smp_029990.1	NP_501938.1	AAF56191.2, AAF56821.5, AAF56823.1	NP_013526.1
OG0000667	6183.Smp_030780.1	NP_495691.1, NP_495692.1	AAF52416.2, NP_609597.1	NP_010091.2
OG0000668	6183.Smp_031180.1, 6183.Smp_031190.1, 6183.Smp_160880.1, 6183.Smp_166500.1, 6183.Smp_166530.2	NP_492033.1		
OG0000669	6183.Smp_031360.1, 6183.Smp_182870.1	NP_491850.2	AAF45970.1, AAF55893.1	NP_013844.2
OG0000670	6183.Smp_035200.4	NP_493570.1, NP_504452.1, NP_504454.1	AAF54939.1	NP_014335.1
OG0000671	6183.Smp_036180.1, 6183.Smp_163080.1	NP_508190.1, NP_508191.1, NP_508772.2	AAF58458.1	
OG0000672	6183.Smp_037960.1, 6183.Smp_132070.1, 6183.Smp_142690.1, 6183.Smp_142700.1, 6183.Smp_157790.1, 6183.Smp_176310.1			
OG0000673	6183.Smp_038510.1	NP_498584.1	AAF57166.1, AAF57167.1	NP_013553.1, NP_013638.1
OG0000674	6183.Smp_038990.1	NP_496994.3, NP_496995.3, NP_496996.1, NP_496997.1, NP_496998.1		
OG0000675	6183.Smp_039130.1	NP_498813.1, NP_508771.1	AAF50873.2, AAF52874.2	NP_015319.1
OG0000676	6183.Smp_039400.1	NP_495807.1, NP_499152.2	NP_611878.1	NP_010880.3, NP_012581.3
OG0000677	6183.Smp_040770.1, 6183.Smp_073620.1	NP_502196.1	AAF59019.2	NP_011410.1, NP_011780.3
